migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787136459.0250823,1787136461.1178155,1787136462.130802,2.092733144760132,0.0,3.105719566345215,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,12.653584352846257,True,0.03586659405815974,0.03790023883845331,0.00035,2
1,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787136489.3233533,1787136490.9972599,1787136503.6107752,1.6739065647125244,0.0,14.287421941757202,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,19.052773060491116,True,0.1889595762028027,0.1266677397648445,0.00035,8
2,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787136509.1873996,1787136549.8179934,1787136549.8179934,40.63059377670288,40.63059377670288,40.63059377670288,source-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.383721433898078,True,,,,
3,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787136552.5244029,1787136554.88901,1787136577.3034372,2.364607095718384,0.0,24.77903437614441,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,9.567116272156913,True,0.1586779568757248,0.13119058994721305,0.00035,18
4,model_4,Qwen/Qwen2.5-3B-Instruct,1,0,1787136582.5521543,1787136585.0764349,1787136587.4823484,2.524280548095703,0.0,4.930194139480591,target-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,14.16771717490518,True,0.19444319581102154,0.17519941280732157,0.00035,20
5,model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787136592.7949631,1787136656.7245562,1787136656.7245562,63.929593086242676,63.929593086242676,63.929593086242676,source-first,1,0,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,19.052773060491116,True,,,,
6,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787136623.6557498,1787136626.2554266,1787136653.0355306,2.5996768474578857,0.0,29.379780769348145,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.383721433898078,True,0.19920918312140612,0.19984554210904337,0.00035,28
7,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787136658.738253,1787136660.8916774,1787136672.0546079,2.1534242630004883,0.0,13.316354751586914,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.0096029502381265,True,0.1031400108841783,0.1100933306274505,0.00035,30
8,model_1,meta-llama/Llama-3.2-1B,1,0,1787136692.9325397,1787136694.064664,1787136705.406175,1.1321241855621338,0.0,12.473635196685791,target-first,1,0,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,9.443157407197837,True,0.14109656463607645,0.11491417367672317,0.00035,35
9,model_6,Qwen/Qwen2.5-7B-Instruct,0,1,1787136726.6265068,1787136728.1357868,1787136750.9161525,1.5092799663543701,0.0,24.289645671844482,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,9.567116272156913,True,0.3038326791108285,0.15675309529989634,0.00035,40
10,model_2,Qwen/Qwen2.5-1.5B-Instruct,1,0,1787136761.6122077,1787136763.9158025,1787136782.6226556,2.3035948276519775,0.0,21.01044797897339,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,12.653584352846257,True,0.2370802436890988,0.1993104010079891,0.00035,43
11,model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787136793.1762295,1787136794.7783692,1787136810.9800837,1.6021397113800049,0.0,17.80385422706604,target-first,1,0,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,24.383721433898078,True,0.2191223622271902,0.18480004866583477,0.00035,46
12,model_2,Qwen/Qwen2.5-1.5B-Instruct,0,1,1787136826.9228957,1787136828.891607,1787136845.17724,1.9687113761901855,0.0,18.25434422492981,target-first,1,0,3554176000,0,3554176000,host-to-device + helper-gpu-p2p,5.0096029502381265,True,0.1964385400679923,0.17197583069839825,0.00035,50
