Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r4_s3.pkl
[PRISM_DIRECT] 1677 requests, span 419.7s
Starting TP benchmark: paper-faithful-v6_bursty_rate4_seed3
Generated 1677 requests
Request model_3#0 arrives at 1594520.174329957, sleeping for 0.08008230105042458 seconds
Request model_3#1 arrives at 1594520.25549781, sleeping for 0.13584906957112253 seconds
Request model_6#0 arrives at 1594520.391644812, sleeping for 0.08747999160550535 seconds
Request model_1#0 arrives at 1594520.480808257, sleeping for 0.8855347607750446 seconds
Request model_3#2 arrives at 1594521.367378261, sleeping for 0.7690305034630001 seconds
Request model_3#3 arrives at 1594522.137854868, sleeping for 0.4643893763422966 seconds
Request model_1#1 arrives at 1594522.603308178, sleeping for 0.2532336476724595 seconds
Request model_3#4 arrives at 1594522.857851443, sleeping for 0.34582366328686476 seconds
Request model_3#5 arrives at 1594523.204384005, sleeping for 0.139399973442778 seconds
Request model_3#6 arrives at 1594523.34480879, sleeping for 0.36737708491273224 seconds
Request model_6#1 arrives at 1594523.714511713, sleeping for 0.26441341009922326 seconds
Request model_3#7 arrives at 1594523.979940662, sleeping for 0.007954341592267156 seconds
Request model_3#8 arrives at 1594523.989123334, sleeping for 0.24986537895165384 seconds
Request model_6#2 arrives at 1594524.240428364, sleeping for 0.03590726456604898 seconds
Request model_6#3 arrives at 1594524.277236581, sleeping for 0.18786897463724017 seconds
Request model_3#9 arrives at 1594524.465436038, sleeping for 0.10566905164159834 seconds
Request model_1#2 arrives at 1594524.571753157, sleeping for 0.11191051360219717 seconds
Request model_3#10 arrives at 1594524.684377266, sleeping for 0.056473737815395 seconds
Request model_6#4 arrives at 1594524.741515251, sleeping for 0.41535972617566586 seconds
Request model_6#5 arrives at 1594525.157640566, sleeping for 0.033198039047420025 seconds
Request model_6#6 arrives at 1594525.191775912, sleeping for 0.2594443664420396 seconds
Request model_6#7 arrives at 1594525.45184747, sleeping for 0.17445299308747053 seconds
Request model_3#11 arrives at 1594525.627806372, sleeping for 0 seconds
Request model_3#12 arrives at 1594525.628276446, sleeping for 0.025662551866844296 seconds
Request model_3#13 arrives at 1594525.654341149, sleeping for 0.03817290021106601 seconds
Request model_3#14 arrives at 1594525.693123462, sleeping for 0.09844281827099621 seconds
Request model_6#8 arrives at 1594525.792263835, sleeping for 0.6422601384110749 seconds
Request model_3#15 arrives at 1594526.435950134, sleeping for 0.09306752402335405 seconds
Request model_3#16 arrives at 1594526.529677905, sleeping for 1.5507388599216938 seconds
Request model_6#9 arrives at 1594528.081938349, sleeping for 0.022754613310098648 seconds
Request model_6#10 arrives at 1594528.105036299, sleeping for 0.12697165785357356 seconds
Request model_2#0 arrives at 1594528.232413842, sleeping for 0.07072791922837496 seconds
Request model_6#11 arrives at 1594528.303625528, sleeping for 0.1588915097527206 seconds
Request model_1#3 arrives at 1594528.46293207, sleeping for 0.008820901857689023 seconds
Request model_6#12 arrives at 1594528.472075452, sleeping for 0.09836525958962739 seconds
Request model_2#1 arrives at 1594528.571411076, sleeping for 0.051305836997926235 seconds
Request model_3#17 arrives at 1594528.623640633, sleeping for 0.011394144967198372 seconds
Request model_6#13 arrives at 1594528.635797478, sleeping for 0.8411484975367785 seconds
Request model_1#4 arrives at 1594529.477534282, sleeping for 0.550298425136134 seconds
Request model_6#14 arrives at 1594530.029130393, sleeping for 0.3114674447569996 seconds
Request model_6#15 arrives at 1594530.341341068, sleeping for 0.22849242039956152 seconds
Request model_1#5 arrives at 1594530.570889028, sleeping for 0.1723562115803361 seconds
Request model_6#16 arrives at 1594530.744037178, sleeping for 0.14960354729555547 seconds
Request model_3#18 arrives at 1594530.894042648, sleeping for 0.13205448677763343 seconds
Request model_1#6 arrives at 1594531.026828033, sleeping for 0.26666241651400924 seconds
Request model_6#17 arrives at 1594531.293917166, sleeping for 0.17162167956121266 seconds
Request model_6#18 arrives at 1594531.466724213, sleeping for 0.1588834193535149 seconds
Request model_3#19 arrives at 1594531.626492199, sleeping for 0.15659859194420278 seconds
Request model_6#19 arrives at 1594531.783443013, sleeping for 0.15072475839406252 seconds
