Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: paper-faithful-v3-alg1only_bursty_rate8_seed3
Generated 3372 requests
Request model_2#0 arrives at 138353.411752677, sleeping for 0.0800817612616811 seconds
Request model_5#0 arrives at 138353.492928719, sleeping for 0.02388903795508668 seconds
Request model_1#0 arrives at 138353.517124698, sleeping for 0.10104085906641558 seconds
Request model_3#0 arrives at 138353.618776563, sleeping for 0.09777001044130884 seconds
Request model_2#1 arrives at 138353.717517583, sleeping for 0.026527564303250983 seconds
Request model_6#0 arrives at 138353.745612419, sleeping for 0.1823178565246053 seconds
Request model_6#1 arrives at 138353.929257807, sleeping for 0.4988331991189625 seconds
Request model_6#2 arrives at 138354.429106229, sleeping for 0.045072905166307464 seconds
Request model_5#1 arrives at 138354.474678223, sleeping for 0.5781124554632697 seconds
Request model_3#1 arrives at 138355.053913613, sleeping for 0.2224169036198873 seconds
Request model_1#1 arrives at 138355.277454026, sleeping for 0.13020378167857416 seconds
Request model_6#3 arrives at 138355.40883922, sleeping for 0.16455971641698852 seconds
Request model_2#2 arrives at 138355.574859849, sleeping for 0.04776902912999503 seconds
Request model_2#3 arrives at 138355.623165878, sleeping for 0.21650153622613288 seconds
Request model_1#2 arrives at 138355.84059147, sleeping for 0.5850508274743333 seconds
Request model_3#2 arrives at 138356.426912972, sleeping for 0.0221365011529997 seconds
Request model_6#4 arrives at 138356.44994002, sleeping for 0.1288782018236816 seconds
Request model_6#5 arrives at 138356.579191819, sleeping for 0.02308279028511606 seconds
Request model_6#6 arrives at 138356.603305159, sleeping for 0.22840375688974746 seconds
Request model_6#7 arrives at 138356.832838771, sleeping for 0.08253743348177522 seconds
Request model_6#8 arrives at 138356.915780506, sleeping for 0.07756946017616428 seconds
Request model_6#9 arrives at 138356.994250773, sleeping for 0.21531956587568857 seconds
Request model_3#3 arrives at 138357.211343695, sleeping for 0.005003748228773475 seconds
Request model_6#10 arrives at 138357.216671284, sleeping for 0.08176928691682406 seconds
Request model_3#4 arrives at 138357.299254778, sleeping for 0.21450350058148615 seconds
Request model_3#5 arrives at 138357.514769418, sleeping for 0.1877596277918201 seconds
Request model_6#11 arrives at 138357.703087033, sleeping for 0.007490254502044991 seconds
Request model_3#6 arrives at 138357.711456607, sleeping for 0.11252849196898751 seconds
Request model_1#3 arrives at 138357.824719801, sleeping for 0.096366569516249 seconds
Request model_6#12 arrives at 138357.922224149, sleeping for 0.1385540129558649 seconds
Request model_6#13 arrives at 138358.061449535, sleeping for 0.22670990001643077 seconds
Request model_6#14 arrives at 138358.289074454, sleeping for 0.03506383526837453 seconds
Request model_3#7 arrives at 138358.324992452, sleeping for 0.0516772834234871 seconds
Request model_3#8 arrives at 138358.377763418, sleeping for 0.016534319263882935 seconds
Request model_6#15 arrives at 138358.395061116, sleeping for 0 seconds
Request model_3#9 arrives at 138358.395692187, sleeping for 0.005503275315277278 seconds
Request model_3#10 arrives at 138358.402258868, sleeping for 0.026002147002145648 seconds
Request model_6#16 arrives at 138358.42855971, sleeping for 0.06069916347041726 seconds
Request model_3#11 arrives at 138358.48986845, sleeping for 0.1987749784020707 seconds
Request model_1#4 arrives at 138358.689545104, sleeping for 0.07625881506828591 seconds
Request model_3#12 arrives at 138358.766228348, sleeping for 0.09749547520186752 seconds
Request model_2#4 arrives at 138358.865334399, sleeping for 0.06460334008443169 seconds
Request model_2#5 arrives at 138358.930847735, sleeping for 0.09814156545326114 seconds
Request model_1#5 arrives at 138359.030172356, sleeping for 0.12393951369449496 seconds
Request model_5#2 arrives at 138359.154855769, sleeping for 0.2604367663152516 seconds
Request model_3#13 arrives at 138359.416190853, sleeping for 0.25575693021528423 seconds
Request model_3#14 arrives at 138359.673165119, sleeping for 0.09734056709567085 seconds
Request model_3#15 arrives at 138359.771134228, sleeping for 0.1260498576448299 seconds
Request model_6#17 arrives at 138359.899160876, sleeping for 0.27263184782350436 seconds
Request model_6#18 arrives at 138360.172331299, sleeping for 0.053318457008572295 seconds
Request model_1#6 arrives at 138360.226718687, sleeping for 0.09228713790071197 seconds
Request model_1#7 arrives at 138360.319997968, sleeping for 0.5873006720503327 seconds
Request model_6#19 arrives at 138360.908160012, sleeping for 0.019459256785921752 seconds
Request model_2#6 arrives at 138360.928638345, sleeping for 0.06801458058180287 seconds
Request model_6#20 arrives at 138360.997625437, sleeping for 0.14641656473395415 seconds
Request model_3#16 arrives at 138361.144772546, sleeping for 0.07676623688894324 seconds
Request model_6#21 arrives at 138361.222407282, sleeping for 0.053529877157416195 seconds
Request model_3#17 arrives at 138361.27675889, sleeping for 0.06535684235859662 seconds
Request model_3#18 arrives at 138361.342993657, sleeping for 0.1264374097227119 seconds
Request model_1#8 arrives at 138361.471339285, sleeping for 0.0692254462337587 seconds
Request model_3#19 arrives at 138361.540934018, sleeping for 0.05540392847615294 seconds
Request model_3#20 arrives at 138361.59748918, sleeping for 0.10245096797007136 seconds
Request model_6#22 arrives at 138361.701057248, sleeping for 0.04207362717716023 seconds
Request model_3#21 arrives at 138361.744396348, sleeping for 0.04338166330126114 seconds
Request model_3#22 arrives at 138361.788104419, sleeping for 0.019759362592594698 seconds
Request model_1#9 arrives at 138361.808450182, sleeping for 0.051689710962818936 seconds
Request model_5#3 arrives at 138361.860921077, sleeping for 0.11578608557465486 seconds
Request model_3#23 arrives at 138361.977777586, sleeping for 0.007874285365687683 seconds
Request model_6#23 arrives at 138361.98608746, sleeping for 0.2483331797120627 seconds
Request model_6#24 arrives at 138362.235460784, sleeping for 0.2969815074757207 seconds
Request model_3#24 arrives at 138362.534444559, sleeping for 0.1799247364688199 seconds
Request model_6#25 arrives at 138362.714864211, sleeping for 0.1797498551022727 seconds
Request model_6#26 arrives at 138362.895165623, sleeping for 0.26133521902374923 seconds
Request model_1#10 arrives at 138363.157376088, sleeping for 0.08808501140447333 seconds
Request model_6#27 arrives at 138363.247356334, sleeping for 0.02741024876013398 seconds
