Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s2.pkl
[PRISM_DIRECT] 3365 requests, span 419.8s
Starting TP benchmark: paper-faithful-v3-alg2only_bursty_rate8_seed2
Generated 3365 requests
Request model_3#0 arrives at 137725.129805133, sleeping for 0.15798610990168527 seconds
Request model_4#0 arrives at 137725.288073769, sleeping for 0.15832295586005785 seconds
Request model_4#1 arrives at 137725.447576228, sleeping for 0.03788188940961845 seconds
Request model_4#2 arrives at 137725.486568128, sleeping for 0.17978832803783007 seconds
Request model_1#0 arrives at 137725.66698138, sleeping for 0.011475927225546911 seconds
Request model_3#1 arrives at 137725.679282896, sleeping for 0.09678294294280931 seconds
Request model_1#1 arrives at 137725.776763487, sleeping for 0.07099677406949922 seconds
Request model_1#2 arrives at 137725.848099474, sleeping for 0.054461793071823195 seconds
Request model_1#3 arrives at 137725.903362087, sleeping for 0.32944173298892565 seconds
Request model_3#2 arrives at 137726.233991299, sleeping for 0.421897227934096 seconds
Request model_1#4 arrives at 137726.65668979, sleeping for 0.06800260770251043 seconds
Request model_3#3 arrives at 137726.726181443, sleeping for 0.1806558748066891 seconds
Request model_1#5 arrives at 137726.907664447, sleeping for 0.23433227368514054 seconds
Request model_1#6 arrives at 137727.143241032, sleeping for 0.14999361691297963 seconds
Request model_1#7 arrives at 137727.293942692, sleeping for 0.07037984626367688 seconds
Request model_1#8 arrives at 137727.365386169, sleeping for 0.20232594359549694 seconds
Request model_3#4 arrives at 137727.568896118, sleeping for 0.07848915213253349 seconds
Request model_4#3 arrives at 137727.648330612, sleeping for 0.1440464662737213 seconds
Request model_1#9 arrives at 137727.793831031, sleeping for 0.010571086080744863 seconds
Request model_4#4 arrives at 137727.805213035, sleeping for 0.16080168436747044 seconds
Request model_1#10 arrives at 137727.966791198, sleeping for 0.49756445197272114 seconds
Request model_4#5 arrives at 137728.465021573, sleeping for 0.030053723108721897 seconds
Request model_3#5 arrives at 137728.495661306, sleeping for 0.053352899732999504 seconds
Request model_1#11 arrives at 137728.550112218, sleeping for 0.09265148153644986 seconds
Request model_3#6 arrives at 137728.64353772, sleeping for 0.23968929788679816 seconds
Request model_1#12 arrives at 137728.885151597, sleeping for 0.17458859426551498 seconds
Request model_4#6 arrives at 137729.06162379, sleeping for 0.030001868173712865 seconds
Request model_1#13 arrives at 137729.092023023, sleeping for 0.07018338143825531 seconds
Request model_1#14 arrives at 137729.162628318, sleeping for 0.14234397758264095 seconds
Request model_1#15 arrives at 137729.305337772, sleeping for 0.17218230554135516 seconds
Request model_1#16 arrives at 137729.478871599, sleeping for 0.23121486415038817 seconds
Request model_1#17 arrives at 137729.711124316, sleeping for 0.06254806480137631 seconds
Request model_1#18 arrives at 137729.774675347, sleeping for 0.057306044123834 seconds
Request model_4#7 arrives at 137729.833093447, sleeping for 0.043160553701454774 seconds
