Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.6s
Starting TP benchmark: paper-faithful-v3-alg1only_bursty_rate8_seed1
Generated 3387 requests
Request model_5#0 arrives at 135841.105265598, sleeping for 0.19896394628449343 seconds
Request model_2#0 arrives at 135841.30458845, sleeping for 0.17813348592608236 seconds
Request model_2#1 arrives at 135841.48329358, sleeping for 0.03557164114317857 seconds
Request model_2#2 arrives at 135841.519147438, sleeping for 0.08914242219179869 seconds
Request model_5#1 arrives at 135841.609133204, sleeping for 0.08273462462238967 seconds
Request model_2#3 arrives at 135841.692415292, sleeping for 0.13263652732712217 seconds
Request model_2#4 arrives at 135841.825885534, sleeping for 0.09824521408881992 seconds
Request model_5#2 arrives at 135841.92527792, sleeping for 0.06619831366697326 seconds
Request model_2#5 arrives at 135841.992155181, sleeping for 0.032329131121514365 seconds
Request model_2#6 arrives at 135842.025635247, sleeping for 0.2522552100708708 seconds
Request model_2#7 arrives at 135842.278902276, sleeping for 0.3888883753970731 seconds
Request model_5#3 arrives at 135842.668950131, sleeping for 0.14836222858866677 seconds
Request model_2#8 arrives at 135842.818567571, sleeping for 0.13493540728813969 seconds
Request model_3#0 arrives at 135842.954962106, sleeping for 0.7004055328434333 seconds
Request model_5#4 arrives at 135843.656445822, sleeping for 0.045635617279913276 seconds
Request model_3#1 arrives at 135843.702853052, sleeping for 0.011710837541613728 seconds
Request model_3#2 arrives at 135843.715173275, sleeping for 0.04506934934761375 seconds
Request model_2#9 arrives at 135843.760467463, sleeping for 0.20642378469347022 seconds
Request model_5#5 arrives at 135843.969212925, sleeping for 0.13731961612938903 seconds
Request model_2#10 arrives at 135844.107754173, sleeping for 0.11889817906194367 seconds
Request model_2#11 arrives at 135844.228227091, sleeping for 0.06357400451088324 seconds
Request model_2#12 arrives at 135844.292623389, sleeping for 0.04687945306068286 seconds
Request model_2#13 arrives at 135844.33993697, sleeping for 0.1622430650750175 seconds
Request model_2#14 arrives at 135844.503447174, sleeping for 0.042677639750763774 seconds
