Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r20_s2.pkl
[PRISM_DIRECT] 8244 requests, span 419.8s
Starting TP benchmark: released-prototype_steady_rate20_seed2
Generated 8244 requests
Request model_6#0 arrives at 1605942.666774553, sleeping for 0.04911767807789147 seconds
Request model_6#1 arrives at 1605942.717006629, sleeping for 0.139196622883901 seconds
Request model_4#0 arrives at 1605942.857294962, sleeping for 0 seconds
Request model_6#2 arrives at 1605942.857995818, sleeping for 0.10617013042792678 seconds
Request model_3#0 arrives at 1605942.965236765, sleeping for 0.0720451264642179 seconds
Request model_6#3 arrives at 1605943.039495584, sleeping for 0.14984899736009538 seconds
Request model_6#4 arrives at 1605943.18996349, sleeping for 0.08092584274709225 seconds
Request model_5#0 arrives at 1605943.27158695, sleeping for 0.055391108617186546 seconds
Request model_3#1 arrives at 1605943.328213197, sleeping for 0.10197838023304939 seconds
Request model_5#1 arrives at 1605943.43134117, sleeping for 0.033566566882655025 seconds
Request model_5#2 arrives at 1605943.46589118, sleeping for 0.028247376903891563 seconds
Request model_6#5 arrives at 1605943.495441708, sleeping for 0.0013680839911103249 seconds
Request model_3#2 arrives at 1605943.497891088, sleeping for 0.08508062292821705 seconds
Request model_6#6 arrives at 1605943.583742132, sleeping for 0.07392492308281362 seconds
Request model_1#0 arrives at 1605943.658711058, sleeping for 0.009146162075921893 seconds
Request model_1#1 arrives at 1605943.669789687, sleeping for 0.0661032092757523 seconds
Request model_5#3 arrives at 1605943.736905419, sleeping for 0.050580056151375175 seconds
Request model_1#2 arrives at 1605943.788623217, sleeping for 0.005010063527151942 seconds
Request model_3#3 arrives at 1605943.79387675, sleeping for 0.0012613299768418074 seconds
Request model_2#0 arrives at 1605943.795817445, sleeping for 0.0019434564746916294 seconds
Request model_1#3 arrives at 1605943.798460107, sleeping for 0.03044397267512977 seconds
Request model_3#4 arrives at 1605943.829248055, sleeping for 0.07250379351899028 seconds
Request model_1#4 arrives at 1605943.903483585, sleeping for 0.0062538625206798315 seconds
Request model_3#5 arrives at 1605943.910755154, sleeping for 0.16130127594806254 seconds
Request model_6#7 arrives at 1605944.073345348, sleeping for 0.10458139958791435 seconds
Request model_6#8 arrives at 1605944.179693137, sleeping for 0.06815960467793047 seconds
Request model_6#9 arrives at 1605944.248290821, sleeping for 0.060714894672855735 seconds
Request model_6#10 arrives at 1605944.309531296, sleeping for 0.10093097505159676 seconds
Request model_6#11 arrives at 1605944.410678533, sleeping for 0.04928284417837858 seconds
Request model_6#12 arrives at 1605944.460874418, sleeping for 0.012359298532828689 seconds
Request model_6#13 arrives at 1605944.473993974, sleeping for 0.005814126459881663 seconds
Request model_3#6 arrives at 1605944.48086763, sleeping for 0.015864723129197955 seconds
Request model_6#14 arrives at 1605944.497714106, sleeping for 0.0044862315990030766 seconds
Request model_5#4 arrives at 1605944.502514135, sleeping for 0.06960692466236651 seconds
Request model_4#1 arrives at 1605944.57243986, sleeping for 0.013757996959611773 seconds
Request model_6#15 arrives at 1605944.587958385, sleeping for 0.046683209016919136 seconds
Request model_1#5 arrives at 1605944.635198977, sleeping for 0.08985455357469618 seconds
Request model_2#1 arrives at 1605944.725533907, sleeping for 0.010250281542539597 seconds
Request model_5#5 arrives at 1605944.736762697, sleeping for 0.03379869251511991 seconds
Request model_5#6 arrives at 1605944.771703479, sleeping for 0.026406109798699617 seconds
Request model_2#2 arrives at 1605944.799862707, sleeping for 0.029419714584946632 seconds
Request model_5#7 arrives at 1605944.82990795, sleeping for 0.11755188973620534 seconds
Request model_5#8 arrives at 1605944.948249576, sleeping for 0.026821537176147103 seconds
Request model_5#9 arrives at 1605944.976694436, sleeping for 0.006874060723930597 seconds
Request model_6#16 arrives at 1605944.983966615, sleeping for 0.037346624536439776 seconds
Request model_1#6 arrives at 1605945.022084922, sleeping for 0.06222996395081282 seconds
Request model_4#2 arrives at 1605945.085528525, sleeping for 0.09444492287002504 seconds
Request model_3#7 arrives at 1605945.180632363, sleeping for 0.04530186811462045 seconds
Request model_3#8 arrives at 1605945.226545784, sleeping for 0.030206111492589116 seconds
Request model_4#3 arrives at 1605945.257371394, sleeping for 0.006248215679079294 seconds
Request model_4#4 arrives at 1605945.264082678, sleeping for 0.0084761674515903 seconds
Request model_3#9 arrives at 1605945.272776698, sleeping for 0.05052814376540482 seconds
Request model_6#17 arrives at 1605945.323551468, sleeping for 0.07323685241863132 seconds
Request model_6#18 arrives at 1605945.397368194, sleeping for 0.03901795390993357 seconds
Request model_6#19 arrives at 1605945.437359327, sleeping for 0.05842329282313585 seconds
Request model_3#10 arrives at 1605945.495996631, sleeping for 0.030258752405643463 seconds
Request model_3#11 arrives at 1605945.526949681, sleeping for 0.006603985326364636 seconds
Request model_4#5 arrives at 1605945.533863447, sleeping for 1.78399495780468e-05 seconds
Request model_6#20 arrives at 1605945.535587771, sleeping for 0.043405347969383 seconds
Request model_6#21 arrives at 1605945.579593657, sleeping for 0.15529595012776554 seconds
Request model_3#12 arrives at 1605945.735748848, sleeping for 0.07382389903068542 seconds
Request model_5#10 arrives at 1605945.809886997, sleeping for 0.02839293028227985 seconds
Request model_4#6 arrives at 1605945.838986982, sleeping for 0.0219552144408226 seconds
Request model_4#7 arrives at 1605945.861393623, sleeping for 0.002508019097149372 seconds
Request model_6#22 arrives at 1605945.864138515, sleeping for 0.03877686429768801 seconds
