Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r4_s1.pkl
[PRISM_DIRECT] 1736 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_steady_rate4_seed1
Generated 1736 requests
Request model_3#0 arrives at 1639530.557926776, sleeping for 0.002522561000660062 seconds
Request model_2#0 arrives at 1639530.561074918, sleeping for 1.458743070717901 seconds
Request model_6#0 arrives at 1639532.020956379, sleeping for 0.6976629563141614 seconds
Request model_6#1 arrives at 1639532.72123246, sleeping for 0.10657951980829239 seconds
Request model_5#0 arrives at 1639532.828745161, sleeping for 0.3400831324979663 seconds
Request model_5#1 arrives at 1639533.169797854, sleeping for 0.20667586289346218 seconds
Request model_5#2 arrives at 1639533.37793432, sleeping for 0.015753398183733225 seconds
Request model_2#1 arrives at 1639533.394660895, sleeping for 0.5052653297316283 seconds
Request model_5#3 arrives at 1639533.900773427, sleeping for 0.14753750222735107 seconds
Request model_6#2 arrives at 1639534.048624807, sleeping for 0.5129453963600099 seconds
Request model_4#0 arrives at 1639534.562566793, sleeping for 0.6694603562355042 seconds
Request model_4#1 arrives at 1639535.233852824, sleeping for 0.2547441925853491 seconds
Request model_4#2 arrives at 1639535.489990292, sleeping for 0.37463723542168736 seconds
Request model_6#3 arrives at 1639535.865844835, sleeping for 0.05517659359611571 seconds
Request model_6#4 arrives at 1639535.921815211, sleeping for 0.030058277072384953 seconds
Request model_3#1 arrives at 1639535.952781875, sleeping for 0.010055585065856576 seconds
Request model_5#4 arrives at 1639535.963452698, sleeping for 0.353752423543483 seconds
Request model_5#5 arrives at 1639536.318555058, sleeping for 0.09765788330696523 seconds
Request model_3#2 arrives at 1639536.417053278, sleeping for 0.0008989449124783278 seconds
Request model_6#5 arrives at 1639536.418270406, sleeping for 0.01993442652747035 seconds
Request model_2#2 arrives at 1639536.43914257, sleeping for 0.022217498859390616 seconds
Request model_6#6 arrives at 1639536.462218129, sleeping for 0.14634012407623231 seconds
Request model_4#3 arrives at 1639536.609314704, sleeping for 0.10557452589273453 seconds
Request model_5#6 arrives at 1639536.715836079, sleeping for 0.10578583250753582 seconds
Request model_4#4 arrives at 1639536.822801628, sleeping for 0.0004911699797958136 seconds
Request model_2#3 arrives at 1639536.823438962, sleeping for 0.1399802623782307 seconds
Request model_5#7 arrives at 1639536.964322254, sleeping for 0.5239363675937057 seconds
Request model_3#3 arrives at 1639537.488827373, sleeping for 0.006634016055613756 seconds
Request model_5#8 arrives at 1639537.496078613, sleeping for 0.17517276760190725 seconds
Request model_6#7 arrives at 1639537.672161618, sleeping for 0.09742890298366547 seconds
Request model_3#4 arrives at 1639537.770108424, sleeping for 0.49221580335870385 seconds
Request model_1#0 arrives at 1639538.262902844, sleeping for 1.0809935650322586 seconds
Request model_1#1 arrives at 1639539.344102645, sleeping for 0.005997747415676713 seconds
Request model_1#2 arrives at 1639539.350923052, sleeping for 0.08223490742966533 seconds
Request model_2#4 arrives at 1639539.433643313, sleeping for 0.4476549339015037 seconds
Request model_2#5 arrives at 1639539.882718341, sleeping for 0.08795683039352298 seconds
Request model_4#5 arrives at 1639539.971525154, sleeping for 0.0046441080048680305 seconds
Request model_3#5 arrives at 1639539.977246004, sleeping for 0.42131362902000546 seconds
Request model_3#6 arrives at 1639540.399704359, sleeping for 0.3123761126771569 seconds
Request model_3#7 arrives at 1639540.713589445, sleeping for 0.48931415588594973 seconds
Request model_3#8 arrives at 1639541.203952719, sleeping for 0.02639042865484953 seconds
Request model_5#9 arrives at 1639541.232293425, sleeping for 0.8835289003327489 seconds
Request model_2#6 arrives at 1639542.11693755, sleeping for 0.13844856643117964 seconds
Request model_2#7 arrives at 1639542.256356812, sleeping for 0.7863805207889527 seconds
Request model_5#10 arrives at 1639543.043357303, sleeping for 0.27606104081496596 seconds
Request model_2#8 arrives at 1639543.319874032, sleeping for 0.12958159390836954 seconds
Request model_5#11 arrives at 1639543.449925899, sleeping for 0.14940855791792274 seconds
Request model_6#8 arrives at 1639543.599796224, sleeping for 0.13709478313103318 seconds
Request model_6#9 arrives at 1639543.737649206, sleeping for 0.5104669542051852 seconds
Request model_1#3 arrives at 1639544.248734883, sleeping for 0.5412977694068104 seconds
Request model_3#9 arrives at 1639544.791124906, sleeping for 0.33865098538808525 seconds
Request model_5#12 arrives at 1639545.130316028, sleeping for 0.04838461126200855 seconds
Request model_5#13 arrives at 1639545.179428037, sleeping for 0.8116928711533546 seconds
Request model_5#14 arrives at 1639545.992367708, sleeping for 0.014386356808245182 seconds
Request model_5#15 arrives at 1639546.007923795, sleeping for 0.4161212705075741 seconds
Request model_1#4 arrives at 1639546.426226393, sleeping for 0.12681394699029624 seconds
Request model_6#10 arrives at 1639546.553575852, sleeping for 0.07865741499699652 seconds
