Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r2_s2.pkl
[PRISM_DIRECT] 815 requests, span 419.6s
Starting TP benchmark: released-prototype_bursty_rate2_seed2
Generated 815 requests
Request model_1#0 arrives at 1588821.724965611, sleeping for 0.4215019640978426 seconds
Request model_4#0 arrives at 1588822.147639784, sleeping for 0.48591198376379907 seconds
Request model_1#1 arrives at 1588822.635018326, sleeping for 0.46345984330400825 seconds
Request model_1#2 arrives at 1588823.099606996, sleeping for 0.29005199461244047 seconds
Request model_1#3 arrives at 1588823.390511714, sleeping for 0.4895696628373116 seconds
Request model_3#0 arrives at 1588823.881483533, sleeping for 0.41060817893594503 seconds
Request model_1#4 arrives at 1588824.294181501, sleeping for 0.5320857346523553 seconds
Request model_1#5 arrives at 1588824.827160198, sleeping for 1.373778629116714 seconds
Request model_1#6 arrives at 1588826.203599227, sleeping for 1.9677536431699991 seconds
Request model_1#7 arrives at 1588828.172471843, sleeping for 0.239904215792194 seconds
Request model_4#1 arrives at 1588828.413501454, sleeping for 0.013358033262193203 seconds
Request model_1#8 arrives at 1588828.42898962, sleeping for 0.3295580092817545 seconds
Request model_4#2 arrives at 1588828.75974796, sleeping for 1.0854167195502669 seconds
Request model_1#9 arrives at 1588829.847283586, sleeping for 0.0710892197676003 seconds
Request model_1#10 arrives at 1588829.92059232, sleeping for 0.5207545547746122 seconds
Request model_1#11 arrives at 1588830.443283369, sleeping for 0.11939085624180734 seconds
Request model_1#12 arrives at 1588830.564060022, sleeping for 0.8733785368967801 seconds
Request model_4#3 arrives at 1588831.439114173, sleeping for 0.06743704527616501 seconds
Request model_1#13 arrives at 1588831.508597028, sleeping for 0.8509067916311324 seconds
Request model_1#14 arrives at 1588832.360520415, sleeping for 0.0025311552453786135 seconds
Request model_4#4 arrives at 1588832.363514477, sleeping for 1.1439933108631521 seconds
Request model_3#1 arrives at 1588833.508880101, sleeping for 0.8630553323309869 seconds
Request model_4#5 arrives at 1588834.372269724, sleeping for 1.5551576372236013 seconds
Request model_3#2 arrives at 1588835.929325838, sleeping for 1.55789507413283 seconds
Request model_1#15 arrives at 1588837.489464896, sleeping for 0.067694544326514 seconds
Request model_1#16 arrives at 1588837.558611908, sleeping for 0.04528730898164213 seconds
Request model_1#17 arrives at 1588837.604554665, sleeping for 0.925299315713346 seconds
Request model_1#18 arrives at 1588838.531425349, sleeping for 1.3864164967089891 seconds
Request model_1#19 arrives at 1588839.919143773, sleeping for 0.36586800194345415 seconds
Request model_1#20 arrives at 1588840.285890195, sleeping for 0.42753600236028433 seconds
Request model_3#3 arrives at 1588840.714707285, sleeping for 0.6666232680436224 seconds
Request model_1#21 arrives at 1588841.382941833, sleeping for 0.5685614673420787 seconds
Request model_4#6 arrives at 1588841.952495567, sleeping for 0.050039103254675865 seconds
Request model_4#7 arrives at 1588842.003405352, sleeping for 0.06938974419608712 seconds
Request model_1#22 arrives at 1588842.073103858, sleeping for 0.6943679195828736 seconds
Request model_3#4 arrives at 1588842.768465862, sleeping for 1.431308920495212 seconds
Request model_1#23 arrives at 1588844.202226805, sleeping for 1.0181081669870764 seconds
Request model_4#8 arrives at 1588845.223109558, sleeping for 0.7436517188325524 seconds
Request model_1#24 arrives at 1588845.967801285, sleeping for 0.5993818296119571 seconds
Request model_1#25 arrives at 1588846.568076331, sleeping for 0.45526084024459124 seconds
Request model_4#9 arrives at 1588847.024931833, sleeping for 0.4560165856964886 seconds
Request model_4#10 arrives at 1588847.481849145, sleeping for 0.8159725365694612 seconds
Request model_1#26 arrives at 1588848.298560546, sleeping for 0.15241131861694157 seconds
Request model_4#11 arrives at 1588848.452058326, sleeping for 0.18734680651687086 seconds
Request model_4#12 arrives at 1588848.640797712, sleeping for 0.029285734752193093 seconds
Request model_1#27 arrives at 1588848.670597227, sleeping for 0.11267420975491405 seconds
Request model_3#5 arrives at 1588848.785319494, sleeping for 1.8326800260692835 seconds
Request model_1#28 arrives at 1588850.619127249, sleeping for 2.3451657129917294 seconds
Request model_1#29 arrives at 1588852.965154756, sleeping for 0.7503955513238907 seconds
Request model_4#13 arrives at 1588853.716972777, sleeping for 0.022664052667096257 seconds
Request model_1#30 arrives at 1588853.740119052, sleeping for 0.5033367436844856 seconds
Request model_1#31 arrives at 1588854.244496103, sleeping for 0.057964018546044827 seconds
Request model_4#14 arrives at 1588854.303310687, sleeping for 0.5505790368188173 seconds
Request model_4#15 arrives at 1588854.855286427, sleeping for 0.2125803092494607 seconds
Request model_4#16 arrives at 1588855.068544849, sleeping for 0.057482722448185086 seconds
Request model_4#17 arrives at 1588855.127305733, sleeping for 0.7672154672909528 seconds
Request model_1#32 arrives at 1588855.895450367, sleeping for 0.05630615958943963 seconds
Request model_4#18 arrives at 1588855.952962402, sleeping for 0.10237042931839824 seconds
Request model_1#33 arrives at 1588856.055699948, sleeping for 0.18099532974883914 seconds
Request model_3#6 arrives at 1588856.237174369, sleeping for 0.6705776064191014 seconds
Request model_3#7 arrives at 1588856.908812184, sleeping for 0.1246979171410203 seconds
Request model_3#8 arrives at 1588857.034476144, sleeping for 0.06466824887320399 seconds
Request model_1#34 arrives at 1588857.10012095, sleeping for 0.33202597382478416 seconds
Request model_1#35 arrives at 1588857.432984805, sleeping for 0.16933925123885274 seconds
Request model_1#36 arrives at 1588857.603640994, sleeping for 0.6400961375329643 seconds
Request model_1#37 arrives at 1588858.244842579, sleeping for 0.43575151986442506 seconds
Request model_1#38 arrives at 1588858.682227344, sleeping for 0.9346213571261615 seconds
Request model_3#9 arrives at 1588859.618438998, sleeping for 0.6492036022245884 seconds
Request model_4#19 arrives at 1588860.269001884, sleeping for 0.13992426032200456 seconds
Request model_1#39 arrives at 1588860.409529216, sleeping for 0.7527179690077901 seconds
Request model_1#40 arrives at 1588861.163810305, sleeping for 0.48873497545719147 seconds
Request model_4#20 arrives at 1588861.653580026, sleeping for 0.042865145253017545 seconds
Request model_3#10 arrives at 1588861.697074434, sleeping for 0.2966416021808982 seconds
Request model_1#41 arrives at 1588861.994756714, sleeping for 0.19844319461844862 seconds
Request model_1#42 arrives at 1588862.194225851, sleeping for 0.1019504377618432 seconds
Request model_4#21 arrives at 1588862.296621235, sleeping for 0.02170798322185874 seconds
Request model_3#11 arrives at 1588862.319376027, sleeping for 0.6840888154692948 seconds
Request model_1#43 arrives at 1588863.004338303, sleeping for 0.441210824996233 seconds
Request model_3#12 arrives at 1588863.446118741, sleeping for 0.42739845206961036 seconds
Request model_4#22 arrives at 1588863.874519108, sleeping for 0.11503294855356216 seconds
Request model_1#44 arrives at 1588863.989968461, sleeping for 0.1809829045087099 seconds
Request model_1#45 arrives at 1588864.171868445, sleeping for 1.054991401033476 seconds
Request model_3#13 arrives at 1588865.227543322, sleeping for 1.067054053535685 seconds
