Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s3.pkl
[PRISM_DIRECT] 3372 requests, span 419.5s
Starting TP benchmark: tp-aa-off_r8_s3
Generated 3372 requests
Request model_2#0 arrives at 1524546.202220407, sleeping for 0.08008210128173232 seconds
Request model_5#0 arrives at 1524546.2834096, sleeping for 0.02387656713835895 seconds
Request model_1#0 arrives at 1524546.307679852, sleeping for 0.10095390514470637 seconds
Request model_3#0 arrives at 1524546.409424842, sleeping for 0.09759019175544381 seconds
Request model_2#1 arrives at 1524546.508172742, sleeping for 0.026339925592765212 seconds
Request model_6#0 arrives at 1524546.535879858, sleeping for 0.1825176675338298 seconds
Request model_6#1 arrives at 1524546.718816761, sleeping for 0.4997411952354014 seconds
Request model_6#2 arrives at 1524547.220470325, sleeping for 0.0441778392996639 seconds
Request model_5#1 arrives at 1524547.265188004, sleeping for 0.5780710645485669 seconds
Request model_3#1 arrives at 1524547.844295856, sleeping for 0.22250318061560392 seconds
Request model_1#1 arrives at 1524548.067551579, sleeping for 0.130573988892138 seconds
Request model_6#3 arrives at 1524548.198708696, sleeping for 0.1651581407058984 seconds
Request model_2#2 arrives at 1524548.364992267, sleeping for 0.04810454114340246 seconds
Request model_2#3 arrives at 1524548.413963355, sleeping for 0.2161717494018376 seconds
Request model_1#2 arrives at 1524548.631235798, sleeping for 0.5848744795657694 seconds
Request model_3#2 arrives at 1524549.216555642, sleeping for 0.022962241200730205 seconds
Request model_6#4 arrives at 1524549.239941678, sleeping for 0.12934566382318735 seconds
Request model_6#5 arrives at 1524549.370569292, sleeping for 0.022174517391249537 seconds
Request model_6#6 arrives at 1524549.393575775, sleeping for 0.2286021108739078 seconds
Request model_6#7 arrives at 1524549.623679315, sleeping for 0.08216549968346953 seconds
Request model_6#8 arrives at 1524549.706981231, sleeping for 0.07683683536015451 seconds
Request model_6#9 arrives at 1524549.784733251, sleeping for 0.21530559798702598 seconds
Request model_3#3 arrives at 1524550.000984218, sleeping for 0.005831805290654302 seconds
Request model_6#10 arrives at 1524550.007633702, sleeping for 0.08127544913440943 seconds
Request model_3#4 arrives at 1524550.090065873, sleeping for 0.21416055574081838 seconds
Request model_3#5 arrives at 1524550.304664228, sleeping for 0.18833305779844522 seconds
Request model_6#11 arrives at 1524550.493980484, sleeping for 0.007064633537083864 seconds
Request model_3#6 arrives at 1524550.502150769, sleeping for 0.11230211006477475 seconds
Request model_1#3 arrives at 1524550.614722992, sleeping for 0.09683091868646443 seconds
Request model_6#12 arrives at 1524550.711788781, sleeping for 0.13945662113837898 seconds
Request model_6#13 arrives at 1524550.851425805, sleeping for 0.22720105992630124 seconds
Request model_6#14 arrives at 1524551.079825563, sleeping for 0.034779386362060905 seconds
Request model_3#7 arrives at 1524551.114988408, sleeping for 0.05214881733991206 seconds
Request model_3#8 arrives at 1524551.168791868, sleeping for 0.015974249225109816 seconds
Request model_6#15 arrives at 1524551.184991256, sleeping for 0 seconds
Request model_3#9 arrives at 1524551.185461239, sleeping for 0.006201733602210879 seconds
Request model_3#10 arrives at 1524551.192611767, sleeping for 0.02611730806529522 seconds
Request model_6#16 arrives at 1524551.220520674, sleeping for 0.05920542939566076 seconds
Request model_3#11 arrives at 1524551.281387721, sleeping for 0.19772298750467598 seconds
Request model_1#4 arrives at 1524551.480477152, sleeping for 0.0757955473382026 seconds
Request model_3#12 arrives at 1524551.556999574, sleeping for 0.09719138918444514 seconds
Request model_2#4 arrives at 1524551.654715928, sleeping for 0.06568914139643312 seconds
Request model_2#5 arrives at 1524551.721508444, sleeping for 0.09794868645258248 seconds
Request model_1#5 arrives at 1524551.820638387, sleeping for 0.1239414329174906 seconds
Request model_5#2 arrives at 1524551.945596713, sleeping for 0.2601626922842115 seconds
Request model_3#13 arrives at 1524552.206880471, sleeping for 0.2555351525079459 seconds
Request model_3#14 arrives at 1524552.463555278, sleeping for 0.09741706820204854 seconds
Request model_3#15 arrives at 1524552.562047776, sleeping for 0.12560488982126117 seconds
Request model_6#17 arrives at 1524552.688328901, sleeping for 0.2739302427507937 seconds
Request model_6#18 arrives at 1524552.96333527, sleeping for 0.05278206616640091 seconds
Request model_1#6 arrives at 1524553.016636587, sleeping for 0.09283743798732758 seconds
Request model_1#7 arrives at 1524553.109927201, sleeping for 0.5878392290323973 seconds
Request model_6#19 arrives at 1524553.698590419, sleeping for 0.019496189896017313 seconds
Request model_2#6 arrives at 1524553.719418428, sleeping for 0.0677025078330189 seconds
Request model_6#20 arrives at 1524553.788898373, sleeping for 0.1456121988594532 seconds
Request model_3#16 arrives at 1524553.935629604, sleeping for 0.07637827889993787 seconds
Request model_6#21 arrives at 1524554.01270461, sleeping for 0.053701589116826653 seconds
Request model_3#17 arrives at 1524554.067615847, sleeping for 0.0649680052883923 seconds
Request model_3#18 arrives at 1524554.133104775, sleeping for 0.12679402180947363 seconds
Request model_1#8 arrives at 1524554.260139185, sleeping for 0.07089387625455856 seconds
Request model_3#19 arrives at 1524554.331827925, sleeping for 0.05497814156115055 seconds
Request model_3#20 arrives at 1524554.387136755, sleeping for 0.10327153303660452 seconds
Request model_6#22 arrives at 1524554.49249908, sleeping for 0.04104364523664117 seconds
Request model_3#21 arrives at 1524554.534753772, sleeping for 0.04349174932576716 seconds
Request model_3#22 arrives at 1524554.579051738, sleeping for 0.019280403619632125 seconds
Request model_1#9 arrives at 1524554.599353084, sleeping for 0.05125474906526506 seconds
Request model_5#3 arrives at 1524554.651897216, sleeping for 0.11527790664695203 seconds
Request model_3#23 arrives at 1524554.768059383, sleeping for 0.008061618311330676 seconds
Request model_6#23 arrives at 1524554.776929512, sleeping for 0.24795968760736287 seconds
Request model_6#24 arrives at 1524555.025563146, sleeping for 0.2973479654174298 seconds
Request model_3#24 arrives at 1524555.324136853, sleeping for 0.18069994263350964 seconds
Request model_6#25 arrives at 1524555.505573167, sleeping for 0.1795082192402333 seconds
Request model_6#26 arrives at 1524555.686247316, sleeping for 0.26072025625035167 seconds
Request model_1#10 arrives at 1524555.947915136, sleeping for 0.08801128366030753 seconds
Request model_6#27 arrives at 1524556.037106943, sleeping for 0.028126549907028675 seconds
Request model_1#11 arrives at 1524556.065968756, sleeping for 0.10000626347027719 seconds
Request model_1#12 arrives at 1524556.16668889, sleeping for 0.10725774196907878 seconds
Request model_6#28 arrives at 1524556.274515091, sleeping for 0.08526308764703572 seconds
Request model_3#25 arrives at 1524556.360288275, sleeping for 0.008199002826586366 seconds
Request model_6#29 arrives at 1524556.369178845, sleeping for 0.013616918353363872 seconds
Request model_3#26 arrives at 1524556.383843403, sleeping for 0.21387967560440302 seconds
Request model_6#30 arrives at 1524556.597958876, sleeping for 0.10568681126460433 seconds
Request model_6#31 arrives at 1524556.704851261, sleeping for 0.15447752689942718 seconds
Request model_3#27 arrives at 1524556.859802777, sleeping for 0.06172835850156844 seconds
Request model_3#28 arrives at 1524556.922289705, sleeping for 0.22525753290392458 seconds
Request model_3#29 arrives at 1524557.148145256, sleeping for 0.3452848696615547 seconds
Request model_3#30 arrives at 1524557.494953307, sleeping for 0.158546335529536 seconds
Request model_3#31 arrives at 1524557.65381616, sleeping for 0.30824258155189455 seconds
Request model_3#32 arrives at 1524557.96312846, sleeping for 0.010192511836066842 seconds
Request model_2#7 arrives at 1524557.974777678, sleeping for 0.11986507289111614 seconds
Request model_6#32 arrives at 1524558.094923402, sleeping for 0.03830129071138799 seconds
Request model_3#33 arrives at 1524558.134375576, sleeping for 0.04445791826583445 seconds
Request model_1#13 arrives at 1524558.179581008, sleeping for 0.029670695774257183 seconds
Request model_2#8 arrives at 1524558.209478738, sleeping for 0.009625805076211691 seconds
Request model_3#34 arrives at 1524558.22015074, sleeping for 0.1479138694703579 seconds
Request model_1#14 arrives at 1524558.368580533, sleeping for 0.16910810582339764 seconds
Request model_1#15 arrives at 1524558.53847223, sleeping for 0.3719941400922835 seconds
Request model_1#16 arrives at 1524558.911306104, sleeping for 0.08907356252893806 seconds
Request model_3#35 arrives at 1524559.001034035, sleeping for 0.119850066723302 seconds
Request model_1#17 arrives at 1524559.122106625, sleeping for 0.006724807666614652 seconds
Request model_6#33 arrives at 1524559.129193063, sleeping for 0.06564086116850376 seconds
Request model_3#36 arrives at 1524559.19597938, sleeping for 0.09186110273003578 seconds
Request model_3#37 arrives at 1524559.288778161, sleeping for 0.7477429124992341 seconds
Request model_3#38 arrives at 1524560.037766063, sleeping for 0.041884103091433644 seconds
Request model_1#18 arrives at 1524560.080887072, sleeping for 0.3773041828535497 seconds
Request model_3#39 arrives at 1524560.459456985, sleeping for 0.0021067706402391195 seconds
Request model_3#40 arrives at 1524560.462076243, sleeping for 0.4195850172545761 seconds
Request model_3#41 arrives at 1524560.882125754, sleeping for 0.05854575359262526 seconds
Request model_6#34 arrives at 1524560.941599532, sleeping for 0.03666207054629922 seconds
Request model_1#19 arrives at 1524560.979867358, sleeping for 0.0002560107968747616 seconds
Request model_6#35 arrives at 1524560.980745684, sleeping for 0.018345793476328254 seconds
Request model_3#42 arrives at 1524561.000843178, sleeping for 0.02569570019841194 seconds
Request model_1#20 arrives at 1524561.028514553, sleeping for 0.08252007653936744 seconds
Request model_1#21 arrives at 1524561.111569809, sleeping for 0.19244964001700282 seconds
Request model_1#22 arrives at 1524561.304647442, sleeping for 0.18596301600337029 seconds
Request model_6#36 arrives at 1524561.491507612, sleeping for 0.033011484425514936 seconds
Request model_6#37 arrives at 1524561.525171478, sleeping for 0.0038035118486732244 seconds
Request model_1#23 arrives at 1524561.52996139, sleeping for 0.008091791532933712 seconds
Request model_6#38 arrives at 1524561.539195022, sleeping for 0.1844630059786141 seconds
Request model_3#43 arrives at 1524561.724734833, sleeping for 0.07028444879688323 seconds
Request model_3#44 arrives at 1524561.796101511, sleeping for 0.031098580453544855 seconds
Request model_3#45 arrives at 1524561.827998745, sleeping for 0.05343326716683805 seconds
Request model_3#46 arrives at 1524561.882307398, sleeping for 0.11210934049449861 seconds
Request model_3#47 arrives at 1524561.995586136, sleeping for 0.11223743855953217 seconds
Request model_6#39 arrives at 1524562.108878164, sleeping for 0.15848358743824065 seconds
Request model_6#40 arrives at 1524562.268474883, sleeping for 0.320681536803022 seconds
Request model_3#48 arrives at 1524562.590168556, sleeping for 0.18187081557698548 seconds
Request model_3#49 arrives at 1524562.772879749, sleeping for 0.4045793891418725 seconds
Request model_6#41 arrives at 1524563.177811199, sleeping for 0.15107231051661074 seconds
Request model_6#42 arrives at 1524563.330361731, sleeping for 0.13418262568302453 seconds
Request model_3#50 arrives at 1524563.465270244, sleeping for 0.04605798004195094 seconds
Request model_3#51 arrives at 1524563.511538983, sleeping for 0.3318469363730401 seconds
Request model_6#43 arrives at 1524563.844838115, sleeping for 0.0390014152508229 seconds
Request model_3#52 arrives at 1524563.884047167, sleeping for 0.04093826748430729 seconds
Request model_3#53 arrives at 1524563.925466054, sleeping for 0.1357421325519681 seconds
Request model_1#24 arrives at 1524564.06225102, sleeping for 0.2727395442780107 seconds
Request model_6#44 arrives at 1524564.336195364, sleeping for 0.22907059593126178 seconds
Request model_3#54 arrives at 1524564.566085203, sleeping for 0.08474853076040745 seconds
Request model_1#25 arrives at 1524564.651205513, sleeping for 0.010714247357100248 seconds
Request model_6#45 arrives at 1524564.662089076, sleeping for 0.12008235743269324 seconds
Request model_1#26 arrives at 1524564.782959355, sleeping for 0.005837688921019435 seconds
Request model_6#46 arrives at 1524564.789042796, sleeping for 0.1361502967774868 seconds
Request model_2#9 arrives at 1524564.925858481, sleeping for 0.005195400444790721 seconds
Request model_3#55 arrives at 1524564.931902362, sleeping for 0.012934663100168109 seconds
Request model_1#27 arrives at 1524564.94653655, sleeping for 0.48788157431408763 seconds
Request model_3#56 arrives at 1524565.434793269, sleeping for 0.08238262077793479 seconds
Request model_1#28 arrives at 1524565.517842085, sleeping for 0.09716037567704916 seconds
Request model_5#4 arrives at 1524565.615164376, sleeping for 0.25627420167438686 seconds
Request model_6#47 arrives at 1524565.872114926, sleeping for 0.06017476902343333 seconds
Request model_6#48 arrives at 1524565.933092655, sleeping for 0.1899364860728383 seconds
Request model_1#29 arrives at 1524566.124068833, sleeping for 0.05199886648915708 seconds
Request model_3#57 arrives at 1524566.176311453, sleeping for 0.2920636038761586 seconds
Request model_5#5 arrives at 1524566.469113304, sleeping for 0.12454995256848633 seconds
Request model_6#49 arrives at 1524566.59401896, sleeping for 0.16084527992643416 seconds
Request model_6#50 arrives at 1524566.755066618, sleeping for 0.04675803566351533 seconds
Request model_6#51 arrives at 1524566.802852598, sleeping for 0.07394834444858134 seconds
Request model_3#58 arrives at 1524566.877661719, sleeping for 0.019825975643470883 seconds
Request model_3#59 arrives at 1524566.898464178, sleeping for 0.028146977070719004 seconds
Request model_2#10 arrives at 1524566.926814798, sleeping for 0.21441360609605908 seconds
Request model_3#60 arrives at 1524567.141748657, sleeping for 0.2956929972860962 seconds
Request model_6#52 arrives at 1524567.437714989, sleeping for 0.045116883935406804 seconds
Request model_3#61 arrives at 1524567.483061113, sleeping for 0.03007069183513522 seconds
Request model_6#53 arrives at 1524567.513841499, sleeping for 0.14283781801350415 seconds
Request model_3#62 arrives at 1524567.657075618, sleeping for 0.059788474114611745 seconds
Request model_6#54 arrives at 1524567.717812834, sleeping for 0.05277770198881626 seconds
Request model_5#6 arrives at 1524567.771501614, sleeping for 0.20979090477339923 seconds
Request model_3#63 arrives at 1524567.982478727, sleeping for 0.08773135300725698 seconds
Request model_5#7 arrives at 1524568.071341782, sleeping for 0.2896112771704793 seconds
Request model_3#64 arrives at 1524568.361585865, sleeping for 0.18820151849649847 seconds
Request model_1#30 arrives at 1524568.550797632, sleeping for 0.6323038169648498 seconds
Request model_5#8 arrives at 1524569.184498286, sleeping for 0.20337571180425584 seconds
Request model_2#11 arrives at 1524569.388320301, sleeping for 0.16012672032229602 seconds
Request model_3#65 arrives at 1524569.548614444, sleeping for 0.014667120995000005 seconds
Request model_5#9 arrives at 1524569.56436875, sleeping for 0.08510861801914871 seconds
Request model_1#31 arrives at 1524569.650060624, sleeping for 0.0029462664388120174 seconds
Request model_2#12 arrives at 1524569.653771688, sleeping for 0.2210411448031664 seconds
Request model_6#55 arrives at 1524569.875609084, sleeping for 0.025012549944221973 seconds
Request model_3#66 arrives at 1524569.901509497, sleeping for 0.041060374584048986 seconds
