Real trace file: /workspace/prism-exp/exp/workloads/paper-faithful-v4/bursty_r8_s1.pkl
[PRISM_DIRECT] 3387 requests, span 419.6s
Starting TP benchmark: paper-faithful-v4_bursty_rate8_seed1
Generated 3387 requests
Request model_5#0 arrives at 187382.668058062, sleeping for 0.19896392326336354 seconds
Request model_2#0 arrives at 187382.867394871, sleeping for 0.1781203779100906 seconds
Request model_2#1 arrives at 187383.045984542, sleeping for 0.03567247113096528 seconds
Request model_2#2 arrives at 187383.082070353, sleeping for 0.08901158918160945 seconds
Request model_5#1 arrives at 187383.171802437, sleeping for 0.08285702261491679 seconds
Request model_2#3 arrives at 187383.255662002, sleeping for 0.13218139833770692 seconds
Request model_2#4 arrives at 187383.388622936, sleeping for 0.09830054509802721 seconds
Request model_5#2 arrives at 187383.487895834, sleeping for 0.06637221266282722 seconds
Request model_2#5 arrives at 187383.555041591, sleeping for 0.03223335312213749 seconds
Request model_2#6 arrives at 187383.5879033, sleeping for 0.252778049063636 seconds
Request model_2#7 arrives at 187383.842069439, sleeping for 0.3885132053983398 seconds
Request model_5#3 arrives at 187384.231896916, sleeping for 0.14820835657883435 seconds
Request model_2#8 arrives at 187384.381882283, sleeping for 0.13441228729789145 seconds
Request model_3#0 arrives at 187384.518009382, sleeping for 0.7001503698411398 seconds
Request model_5#4 arrives at 187385.220578568, sleeping for 0.044294543273281306 seconds
Request model_3#1 arrives at 187385.265198921, sleeping for 0.012156870565377176 seconds
Request model_3#2 arrives at 187385.277758486, sleeping for 0.04527571934158914 seconds
Request model_2#9 arrives at 187385.323305162, sleeping for 0.2063775566930417 seconds
Request model_5#5 arrives at 187385.53103482, sleeping for 0.13828955311328173 seconds
Request model_2#10 arrives at 187385.66987157, sleeping for 0.11957239406183362 seconds
Request model_2#11 arrives at 187385.789982031, sleeping for 0.06461130749084987 seconds
Request model_2#12 arrives at 187385.855025481, sleeping for 0.047269173053791746 seconds
Request model_2#13 arrives at 187385.902611187, sleeping for 0.1623606200737413 seconds
Request model_2#14 arrives at 187386.065296248, sleeping for 0.04362033776124008 seconds
Request model_2#15 arrives at 187386.10987855, sleeping for 0.06154048410826363 seconds
