Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r4_s2.pkl
[PRISM_DIRECT] 1705 requests, span 418.9s
Starting TP benchmark: released-prototype_steady_rate4_seed2
Generated 1705 requests
Request model_2#0 arrives at 1602687.000093465, sleeping for 1.0010823470074683 seconds
Request model_1#0 arrives at 1602688.003303237, sleeping for 0.06591077148914337 seconds
Request model_2#1 arrives at 1602688.070033437, sleeping for 0.0569195756688714 seconds
Request model_5#0 arrives at 1602688.127449558, sleeping for 0.03477461379952729 seconds
Request model_5#1 arrives at 1602688.162524571, sleeping for 0.08053241856396198 seconds
Request model_3#0 arrives at 1602688.243669109, sleeping for 0.8147036037407815 seconds
Request model_3#1 arrives at 1602689.060629465, sleeping for 0.35700459289364517 seconds
Request model_3#2 arrives at 1602689.419075843, sleeping for 1.309944829903543 seconds
Request model_6#0 arrives at 1602690.730613477, sleeping for 0.19087490043602884 seconds
Request model_1#1 arrives at 1602690.922798418, sleeping for 0.19346163561567664 seconds
Request model_5#2 arrives at 1602691.116653382, sleeping for 0.08296814141795039 seconds
Request model_2#2 arrives at 1602691.200742523, sleeping for 0.06205713492818177 seconds
Request model_3#3 arrives at 1602691.263631714, sleeping for 0.3437966532073915 seconds
Request model_4#0 arrives at 1602691.608652201, sleeping for 0.030771070159971714 seconds
Request model_6#1 arrives at 1602691.640374599, sleeping for 0.23751659411936998 seconds
Request model_4#1 arrives at 1602691.879321701, sleeping for 0.17868386721238494 seconds
Request model_1#2 arrives at 1602692.05922066, sleeping for 0.1029452090151608 seconds
Request model_3#4 arrives at 1602692.164179257, sleeping for 0.6099394003394991 seconds
Request model_6#2 arrives at 1602692.774905206, sleeping for 0.13138594757765532 seconds
Request model_1#3 arrives at 1602692.907012787, sleeping for 0.059820552822202444 seconds
Request model_3#5 arrives at 1602692.967713162, sleeping for 0.426285516936332 seconds
Request model_3#6 arrives at 1602693.394569343, sleeping for 0.08133765170350671 seconds
Request model_5#3 arrives at 1602693.476618248, sleeping for 0.525584178743884 seconds
Request model_5#4 arrives at 1602694.003005785, sleeping for 0.28386620711535215 seconds
Request model_1#4 arrives at 1602694.289161581, sleeping for 0.6682575705926865 seconds
Request model_5#5 arrives at 1602694.959329436, sleeping for 1.2559505295939744 seconds
Request model_6#3 arrives at 1602696.217599571, sleeping for 0.41066364641301334 seconds
Request model_6#4 arrives at 1602696.630092274, sleeping for 0.207652855431661 seconds
Request model_5#6 arrives at 1602696.839526204, sleeping for 0 seconds
Request model_1#5 arrives at 1602696.840349281, sleeping for 0.18290974758565426 seconds
Request model_6#5 arrives at 1602697.023896467, sleeping for 0.11468092002905905 seconds
Request model_5#7 arrives at 1602697.139535414, sleeping for 0.7808214141987264 seconds
Request model_2#3 arrives at 1602697.921647509, sleeping for 0.24135093297809362 seconds
Request model_5#8 arrives at 1602698.164019966, sleeping for 0.33694840292446315 seconds
