Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r14_s1.pkl
[PRISM_DIRECT] 5978 requests, span 419.8s
Starting TP benchmark: paper-faithful-v6_bursty_rate14_seed1
Generated 5978 requests
Request model_3#0 arrives at 1597690.116934525, sleeping for 0.11403265642002225 seconds
Request model_2#0 arrives at 1597690.232189145, sleeping for 0.08371012611314654 seconds
Request model_2#1 arrives at 1597690.316907904, sleeping for 0.04366896254941821 seconds
Request model_5#0 arrives at 1597690.361665052, sleeping for 0.05834931810386479 seconds
Request model_2#2 arrives at 1597690.420334514, sleeping for 0.011745797703042626 seconds
Request model_2#3 arrives at 1597690.432904589, sleeping for 0.011792954755946994 seconds
Request model_2#4 arrives at 1597690.445545014, sleeping for 0.05688145384192467 seconds
Request model_2#5 arrives at 1597690.503152279, sleeping for 0.11680664797313511 seconds
Request model_2#6 arrives at 1597690.620891027, sleeping for 0.045712801394984126 seconds
Request model_2#7 arrives at 1597690.66758222, sleeping for 0.03595432545989752 seconds
Request model_2#8 arrives at 1597690.705281154, sleeping for 0.20243778615258634 seconds
Request model_2#9 arrives at 1597690.908385756, sleeping for 0.09475832455791533 seconds
Request model_2#10 arrives at 1597691.004018308, sleeping for 0.03213348099961877 seconds
Request model_2#11 arrives at 1597691.036568263, sleeping for 0.18691179645247757 seconds
Request model_2#12 arrives at 1597691.224275629, sleeping for 0.044728378066793084 seconds
Request model_6#0 arrives at 1597691.269937324, sleeping for 0.0027903669979423285 seconds
Request model_2#13 arrives at 1597691.273583221, sleeping for 0.002592167817056179 seconds
Request model_2#14 arrives at 1597691.277281819, sleeping for 0.10277413367293775 seconds
Request model_6#1 arrives at 1597691.381965809, sleeping for 0.27946192398667336 seconds
Request model_2#15 arrives at 1597691.661955592, sleeping for 0.16417255252599716 seconds
Request model_2#16 arrives at 1597691.827296489, sleeping for 0.0016849774401634932 seconds
Request model_3#1 arrives at 1597691.829385805, sleeping for 0.07777942414395511 seconds
Request model_2#17 arrives at 1597691.908078188, sleeping for 0.06346265529282391 seconds
Request model_2#18 arrives at 1597691.97187864, sleeping for 0.03834241512231529 seconds
Request model_5#1 arrives at 1597692.010557152, sleeping for 0.010649543488398194 seconds
Request model_3#2 arrives at 1597692.02223002, sleeping for 0.031002327566966414 seconds
Request model_2#19 arrives at 1597692.053894369, sleeping for 0.1983322266023606 seconds
Request model_2#20 arrives at 1597692.252522427, sleeping for 0.07818663376383483 seconds
Request model_2#21 arrives at 1597692.331410252, sleeping for 0.020101293455809355 seconds
Request model_3#3 arrives at 1597692.352063578, sleeping for 0.21762140886858106 seconds
Request model_2#22 arrives at 1597692.570265245, sleeping for 0.015469660051167011 seconds
Request model_2#23 arrives at 1597692.585911583, sleeping for 0.07253485918045044 seconds
Request model_2#24 arrives at 1597692.659489618, sleeping for 0.007547267712652683 seconds
Request model_2#25 arrives at 1597692.667197176, sleeping for 0.0282646338455379 seconds
Request model_2#26 arrives at 1597692.695870402, sleeping for 0.017879744060337543 seconds
Request model_2#27 arrives at 1597692.715540501, sleeping for 0.010692185489460826 seconds
Request model_2#28 arrives at 1597692.727313569, sleeping for 0.04459766228683293 seconds
Request model_2#29 arrives at 1597692.772965124, sleeping for 0.011509385658428073 seconds
Request model_2#30 arrives at 1597692.784634002, sleeping for 0.08357109827920794 seconds
Request model_2#31 arrives at 1597692.869334891, sleeping for 0.008580668130889535 seconds
Request model_2#32 arrives at 1597692.880011362, sleeping for 0.003756301011890173 seconds
Request model_2#33 arrives at 1597692.884687867, sleeping for 0.026475120335817337 seconds
Request model_2#34 arrives at 1597692.912440016, sleeping for 0.06612064875662327 seconds
Request model_2#35 arrives at 1597692.979533933, sleeping for 0.045817618956789374 seconds
Request model_2#36 arrives at 1597693.026319156, sleeping for 0.06592388753779233 seconds
Request model_5#2 arrives at 1597693.093427332, sleeping for 0.004425243008881807 seconds
Request model_2#37 arrives at 1597693.09844309, sleeping for 0.019758388167247176 seconds
Request model_2#38 arrives at 1597693.119277587, sleeping for 0.024276128271594644 seconds
Request model_5#3 arrives at 1597693.144427837, sleeping for 0.4389140617568046 seconds
Request model_5#4 arrives at 1597693.584496827, sleeping for 0.027280824724584818 seconds
Request model_2#39 arrives at 1597693.613124703, sleeping for 0.045595728792250156 seconds
Request model_5#5 arrives at 1597693.659240561, sleeping for 0.030228120740503073 seconds
Request model_2#40 arrives at 1597693.690365726, sleeping for 0.006607708754017949 seconds
Request model_2#41 arrives at 1597693.697317638, sleeping for 0.0951411162968725 seconds
Request model_2#42 arrives at 1597693.793260752, sleeping for 0.07771750562824309 seconds
Request model_3#4 arrives at 1597693.871549163, sleeping for 0.011695445515215397 seconds
Request model_6#2 arrives at 1597693.884065297, sleeping for 0.008096873993054032 seconds
Request model_2#43 arrives at 1597693.892977224, sleeping for 0.0028183767572045326 seconds
Request model_3#5 arrives at 1597693.896740363, sleeping for 0.15065117739140987 seconds
Request model_6#3 arrives at 1597694.048585169, sleeping for 0.085413315333426 seconds
Request model_2#44 arrives at 1597694.134749589, sleeping for 0.20498084602877498 seconds
Request model_5#6 arrives at 1597694.340123319, sleeping for 0.04781222273595631 seconds
Request model_2#45 arrives at 1597694.388159831, sleeping for 0.020682300673797727 seconds
Request model_2#46 arrives at 1597694.409956405, sleeping for 0.011597735108807683 seconds
Request model_5#7 arrives at 1597694.422214898, sleeping for 0.01095594372600317 seconds
Request model_2#47 arrives at 1597694.433454512, sleeping for 0.09244858985766768 seconds
Request model_5#8 arrives at 1597694.526181542, sleeping for 0.011160314548760653 seconds
Request model_6#4 arrives at 1597694.53783034, sleeping for 0.009625741047784686 seconds
Request model_2#48 arrives at 1597694.548483061, sleeping for 0.02686667162925005 seconds
Request model_5#9 arrives at 1597694.57617035, sleeping for 0.047556780045852065 seconds
Request model_5#10 arrives at 1597694.62396817, sleeping for 0.12343224277719855 seconds
Request model_2#49 arrives at 1597694.748176427, sleeping for 0.004691798938438296 seconds
Request model_2#50 arrives at 1597694.75387302, sleeping for 0.0014302164781838655 seconds
Request model_2#51 arrives at 1597694.755591233, sleeping for 0.07723610266111791 seconds
Request model_5#11 arrives at 1597694.833616002, sleeping for 0.0753025182057172 seconds
Request model_2#52 arrives at 1597694.909342883, sleeping for 0.017343973042443395 seconds
Request model_2#53 arrives at 1597694.927097628, sleeping for 0.009476640494540334 seconds
Request model_3#6 arrives at 1597694.938340672, sleeping for 0.01696750381961465 seconds
Request model_2#54 arrives at 1597695.080484225, sleeping for 0 seconds
Request model_2#55 arrives at 1597695.080879138, sleeping for 0 seconds
Request model_2#56 arrives at 1597695.081397932, sleeping for 0 seconds
Request model_5#12 arrives at 1597695.081750655, sleeping for 0.10212677787058055 seconds
Request model_2#57 arrives at 1597695.184980794, sleeping for 0.009691871469840407 seconds
Request model_5#13 arrives at 1597695.195656844, sleeping for 0.06219076784327626 seconds
Request model_5#14 arrives at 1597695.258346257, sleeping for 0.31205372349359095 seconds
Request model_6#5 arrives at 1597695.570844135, sleeping for 0.04121183347888291 seconds
Request model_2#58 arrives at 1597695.612633451, sleeping for 0.14430902805179358 seconds
Request model_3#7 arrives at 1597695.757569584, sleeping for 0.05354485544376075 seconds
Request model_3#8 arrives at 1597695.811707493, sleeping for 0.23194535193033516 seconds
Request model_2#59 arrives at 1597696.045072544, sleeping for 0.012746558291837573 seconds
Request model_2#60 arrives at 1597696.058599506, sleeping for 0.15081709763035178 seconds
Request model_2#61 arrives at 1597696.210965746, sleeping for 0.05779719236306846 seconds
Request model_2#62 arrives at 1597696.269664969, sleeping for 0.03368267440237105 seconds
Request model_2#63 arrives at 1597696.304413141, sleeping for 0.0599470769520849 seconds
Request model_2#64 arrives at 1597696.365636383, sleeping for 0.20742285018786788 seconds
Request model_5#15 arrives at 1597696.574121126, sleeping for 0.09263653378002346 seconds
Request model_2#65 arrives at 1597696.667735623, sleeping for 0.02202877146191895 seconds
Request model_2#66 arrives at 1597696.690678736, sleeping for 0.09760505123995245 seconds
Request model_2#67 arrives at 1597696.788892607, sleeping for 0.087007075548172 seconds
Request model_2#68 arrives at 1597696.877650637, sleeping for 0.020044001517817378 seconds
Request model_3#9 arrives at 1597696.898693955, sleeping for 0.3523634581360966 seconds
Request model_2#69 arrives at 1597697.251705979, sleeping for 0.05227614287286997 seconds
Request model_2#70 arrives at 1597697.30612009, sleeping for 0.04678901098668575 seconds
Request model_2#71 arrives at 1597697.353237235, sleeping for 0.06877639889717102 seconds
Request model_2#72 arrives at 1597697.422301677, sleeping for 0.15035161073319614 seconds
Request model_2#73 arrives at 1597697.573657999, sleeping for 0.05520642572082579 seconds
Request model_2#74 arrives at 1597697.629812863, sleeping for 0.056835211580619216 seconds
Request model_2#75 arrives at 1597697.686962804, sleeping for 0.04136018734425306 seconds
Request model_2#76 arrives at 1597697.729385514, sleeping for 0.014591989805921912 seconds
Request model_2#77 arrives at 1597697.744452338, sleeping for 0.11222733813337982 seconds
Request model_2#78 arrives at 1597697.857447611, sleeping for 0.03722639591433108 seconds
Request model_2#79 arrives at 1597697.895610589, sleeping for 0.017218826105818152 seconds
Request model_2#80 arrives at 1597697.913696685, sleeping for 0.021573000121861696 seconds
Request model_3#10 arrives at 1597697.935643181, sleeping for 0.02734707435593009 seconds
Request model_2#81 arrives at 1597697.963887914, sleeping for 0.0009883677121251822 seconds
Request model_2#82 arrives at 1597697.966079571, sleeping for 0.10369723220355809 seconds
Request model_5#16 arrives at 1597698.071167284, sleeping for 0.15982407494448125 seconds
Request model_2#83 arrives at 1597698.231639854, sleeping for 0.02473487425595522 seconds
Request model_3#11 arrives at 1597698.256892005, sleeping for 0.06101177027449012 seconds
Request model_2#84 arrives at 1597698.318051227, sleeping for 0.07279613241553307 seconds
Request model_3#12 arrives at 1597698.391178819, sleeping for 0.033789552515372634 seconds
Request model_5#17 arrives at 1597698.425300007, sleeping for 0.042120135854929686 seconds
Request model_2#85 arrives at 1597698.467920908, sleeping for 0.020141277462244034 seconds
Request model_5#18 arrives at 1597698.488577064, sleeping for 0.01210752478800714 seconds
Request model_2#86 arrives at 1597698.50134625, sleeping for 0.03228481113910675 seconds
Request model_2#87 arrives at 1597698.534033147, sleeping for 0.0351129206828773 seconds
Request model_5#19 arrives at 1597698.570264331, sleeping for 0.11164580332115293 seconds
Request model_2#88 arrives at 1597698.682966601, sleeping for 0.09759508771821856 seconds
Request model_2#89 arrives at 1597698.781657426, sleeping for 0.21198777272365987 seconds
Request model_2#90 arrives at 1597698.994545183, sleeping for 0.07536369585432112 seconds
Request model_2#91 arrives at 1597699.070316124, sleeping for 0.019195979461073875 seconds
Request model_2#92 arrives at 1597699.089851922, sleeping for 0.056629852624610066 seconds
Request model_6#6 arrives at 1597699.147511277, sleeping for 0.030424602795392275 seconds
Request model_2#93 arrives at 1597699.178282929, sleeping for 0.23440065910108387 seconds
Request model_2#94 arrives at 1597699.413254863, sleeping for 0.0427230151835829 seconds
Request model_2#95 arrives at 1597699.457024013, sleeping for 0.0012730075977742672 seconds
Request model_2#96 arrives at 1597699.458731236, sleeping for 0.08351176022551954 seconds
Request model_2#97 arrives at 1597699.542396187, sleeping for 0.03011056547984481 seconds
Request model_5#20 arrives at 1597699.573047688, sleeping for 0.019468862330541015 seconds
Request model_2#98 arrives at 1597699.592683876, sleeping for 0.040036031510680914 seconds
Request model_2#99 arrives at 1597699.633295303, sleeping for 0.0038790926337242126 seconds
Request model_2#100 arrives at 1597699.637893338, sleeping for 0.0675268117338419 seconds
Request model_6#7 arrives at 1597699.706655507, sleeping for 0.058608492370694876 seconds
Request model_2#101 arrives at 1597699.767292164, sleeping for 0.02377203945070505 seconds
Request model_2#102 arrives at 1597699.79190835, sleeping for 0.14022337086498737 seconds
Request model_2#103 arrives at 1597699.932641583, sleeping for 0.03346451185643673 seconds
Request model_2#104 arrives at 1597699.966317477, sleeping for 0.021990635432302952 seconds
Request model_2#105 arrives at 1597699.989126539, sleeping for 0.00568975624628365 seconds
Request model_2#106 arrives at 1597699.995754429, sleeping for 0.011275658383965492 seconds
Request model_2#107 arrives at 1597700.008110372, sleeping for 0.01632514758966863 seconds
Request model_2#108 arrives at 1597700.024693797, sleeping for 0.02665465883910656 seconds
Request model_2#109 arrives at 1597700.052268105, sleeping for 0.2307969641406089 seconds
Request model_2#110 arrives at 1597700.284085055, sleeping for 0.03240443510003388 seconds
Request model_5#21 arrives at 1597700.316790812, sleeping for 0.04160848190076649 seconds
Request model_2#111 arrives at 1597700.35891975, sleeping for 0.00013428018428385258 seconds
Request model_2#112 arrives at 1597700.359364323, sleeping for 0.033869697945192456 seconds
Request model_2#113 arrives at 1597700.394239926, sleeping for 0.009241200517863035 seconds
Request model_2#114 arrives at 1597700.404918947, sleeping for 0.019944186322391033 seconds
