Real trace file: /workspace/prism-merge/exp/workloads/final-compare/steady_r4_s3.pkl
[PRISM_DIRECT] 1677 requests, span 419.5s
Starting TP benchmark: paper-faithful-v6_steady_rate4_seed3
Generated 1677 requests
Request model_3#0 arrives at 1640785.272110447, sleeping for 0.31002331455238163 seconds
Request model_2#0 arrives at 1640785.583635189, sleeping for 0.04319253680296242 seconds
Request model_5#0 arrives at 1640785.627743017, sleeping for 0.968038483755663 seconds
Request model_6#0 arrives at 1640786.596814299, sleeping for 0.16816365788690746 seconds
Request model_2#1 arrives at 1640786.765958689, sleeping for 0.004599225707352161 seconds
Request model_4#0 arrives at 1640786.771726292, sleeping for 0.04345374274998903 seconds
Request model_5#1 arrives at 1640786.816301944, sleeping for 0.13304159976541996 seconds
Request model_1#0 arrives at 1640786.950326443, sleeping for 0.38755018170922995 seconds
Request model_1#1 arrives at 1640787.339451143, sleeping for 0.3586843702942133 seconds
Request model_3#1 arrives at 1640787.699152253, sleeping for 0.691922192228958 seconds
Request model_3#2 arrives at 1640788.391755704, sleeping for 0.0025140270590782166 seconds
Request model_1#2 arrives at 1640788.39522602, sleeping for 0.11391800851561129 seconds
Request model_5#2 arrives at 1640788.510362787, sleeping for 0.2025726200081408 seconds
Request model_5#3 arrives at 1640788.713809744, sleeping for 0.08581991586834192 seconds
Request model_6#1 arrives at 1640788.80056492, sleeping for 0.05675203260034323 seconds
Request model_5#4 arrives at 1640788.857912687, sleeping for 0.03868676861748099 seconds
Request model_6#2 arrives at 1640788.896811827, sleeping for 0.4241069215349853 seconds
Request model_1#3 arrives at 1640789.321770823, sleeping for 0.21333386190235615 seconds
Request model_3#3 arrives at 1640789.535459985, sleeping for 0.6370439333841205 seconds
Request model_6#3 arrives at 1640790.173081126, sleeping for 1.0897851209156215 seconds
Request model_6#4 arrives at 1640791.264112913, sleeping for 0.1935252365656197 seconds
Request model_6#5 arrives at 1640791.45829923, sleeping for 0.4187322589568794 seconds
Request model_1#4 arrives at 1640791.878347539, sleeping for 0.0730713524390012 seconds
Request model_1#5 arrives at 1640791.952075868, sleeping for 0.05996906035579741 seconds
Request model_3#4 arrives at 1640792.012951682, sleeping for 0.4944976398255676 seconds
Request model_5#5 arrives at 1640792.50813114, sleeping for 0.49027555133216083 seconds
Request model_1#6 arrives at 1640792.999774952, sleeping for 0.1700823821593076 seconds
Request model_6#6 arrives at 1640793.171051658, sleeping for 0.427643847418949 seconds
Request model_4#1 arrives at 1640793.599665071, sleeping for 0.6316244464833289 seconds
Request model_6#7 arrives at 1640794.232523154, sleeping for 0.1078604944050312 seconds
Request model_6#8 arrives at 1640794.340920631, sleeping for 0.2688101497478783 seconds
Request model_4#2 arrives at 1640794.610474719, sleeping for 0.7095412707421929 seconds
Request model_5#6 arrives at 1640795.320572297, sleeping for 0.4312282823957503 seconds
Request model_4#3 arrives at 1640795.752778916, sleeping for 0.09042793745175004 seconds
Request model_5#7 arrives at 1640795.843757824, sleeping for 0.29781349073164165 seconds
Request model_6#9 arrives at 1640796.141989055, sleeping for 0.12228588527068496 seconds
Request model_1#7 arrives at 1640796.264683398, sleeping for 0.02282096049748361 seconds
Request model_5#8 arrives at 1640796.28775676, sleeping for 0.12553308671340346 seconds
Request model_4#4 arrives at 1640796.41400092, sleeping for 0.014597852248698473 seconds
Request model_6#10 arrives at 1640796.429002262, sleeping for 0.16354167647659779 seconds
Request model_3#5 arrives at 1640796.592955003, sleeping for 0.028662943514063954 seconds
Request model_6#11 arrives at 1640796.621922079, sleeping for 0.13378838612698019 seconds
Request model_6#12 arrives at 1640796.75777304, sleeping for 0.26720030838623643 seconds
Request model_5#9 arrives at 1640797.026150239, sleeping for 0.08691952330991626 seconds
Request model_4#5 arrives at 1640797.11355696, sleeping for 0.1876228703185916 seconds
Request model_5#10 arrives at 1640797.301864192, sleeping for 0.12842460768297315 seconds
