implementation,workload,request_rate,seed,model,requests,completed,goodput,joint_slo,ttft_p50_ms,ttft_p95_ms,ttft_p99_ms,tpot_p50_ms,tpot_p95_ms,tpot_p99_ms,e2e_p50_ms,e2e_p95_ms,e2e_p99_ms
paper-faithful-v6,bursty,14,1,model_1,243,243,0.006666666666666667,0.00823045267489712,98.5102653503418,272.2725391387936,3131.1416292190456,49.25258792176539,64.83244834275081,87.36712744741726,3991.7593349236995,20315.31407441944,21430.042831567116
paper-faithful-v6,bursty,14,1,model_2,434,434,0.04,0.027649769585253458,113.91913890838623,328.884410858154,3259.008789062514,50.22534666349826,71.76290273666382,94.06250298023232,6529.141229460947,20433.954753901344,22543.08323819423
paper-faithful-v6,bursty,14,1,model_3,1315,1315,0.09333333333333334,0.02129277566539924,157.6986312866211,849.0672349929807,1753.103466033927,93.14560890197754,307.70249543366606,396.8727581915647,12989.511991851032,55484.7624160815,65537.36689340776
paper-faithful-v6,bursty,14,1,model_4,380,380,0.05,0.039473684210526314,129.6072006225586,332.2876572608948,5104.476726055133,63.68172389044557,94.34367447639958,112.15516311557664,8682.415285031311,26264.808716706466,27153.4702239884
paper-faithful-v6,bursty,14,1,model_5,1071,1071,0.04,0.011204481792717087,254.65083122253418,2124.66824054718,2570.068836212157,169.67151127755642,1848.8971292972565,2965.7239973545074,25151.921045035124,95368.45182208344,108708.85616375599
paper-faithful-v6,bursty,14,1,model_6,813,813,0.03333333333333333,0.012300123001230012,166.27955436706543,1039.0756130218506,1622.098751068115,134.01118191805753,276.4048218727111,486.0586920711728,13959.945169975981,55966.83301725425,64385.66388176754
paper-faithful-v6,bursty,14,2,model_1,377,188,0.03666666666666667,0.029177718832891247,81.03728294372559,183.90547037124637,237.66474485397285,31.77451632135063,54.321833283491245,85.63779830932616,3898.7747646169737,13765.050929423893,14886.033544400707
paper-faithful-v6,bursty,14,2,model_2,447,2,0.0,0.0,4013.6910676956177,4596.07321023941,4647.840511798859,30.283207595348358,34.346977680921555,34.708201688528064,5964.084125007503,6762.817734258715,6833.816277303267
paper-faithful-v6,bursty,14,2,model_3,882,88,0.23,0.0782312925170068,71.57611846923828,190.8011198043823,239.88089323043812,24.08696718481819,43.00907492637633,51.78578953209668,1294.5232714992017,8988.969561771955,9976.556576215655
paper-faithful-v6,bursty,14,2,model_4,483,94,0.21,0.13043478260869565,103.3470630645752,217.18788146972656,235.90811967849714,33.47147795379546,52.4234356198992,59.905085832841905,4880.972170969471,14413.500141270924,14628.133888810406
paper-faithful-v6,bursty,14,2,model_5,929,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
paper-faithful-v6,bursty,14,2,model_6,1040,0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
paper-faithful-v6,bursty,14,3,model_1,266,266,0.006666666666666667,0.007518796992481203,109.17878150939941,1233.9052557945251,5029.4431567192205,53.224437948361064,94.72506493330002,248.74340030882186,5908.229879918508,27219.647549442016,29636.79915132234
paper-faithful-v6,bursty,14,3,model_2,426,426,0.016666666666666666,0.011737089201877934,123.6191987991333,5813.723921775818,7330.17510175705,63.19256181397089,115.74501544237137,172.42974415421486,10274.84840201214,28766.2779209204,33545.037100382615
paper-faithful-v6,bursty,14,3,model_3,531,531,0.18666666666666668,0.10546139359698682,131.52647018432617,1646.2842226028442,4359.165120124819,70.0622946023941,139.71782757816206,198.46136420965266,8529.996788827702,37874.86999493558,44899.304283503465
paper-faithful-v6,bursty,14,3,model_4,751,751,0.12,0.047936085219707054,120.25666236877441,875.4315376281738,3364.9321794509888,58.7058424949646,110.44466413818954,190.21665304899216,7669.804647797719,33663.45861542504,40088.75300548971
paper-faithful-v6,bursty,14,3,model_5,1145,1145,0.04,0.010480349344978166,218.92786026000977,1594.9175834655757,1957.1343898773184,135.96368581056595,589.7796324321198,1212.9414701461785,17472.950072027743,54979.299089964465,66077.820989266
paper-faithful-v6,bursty,14,3,model_6,1125,1125,0.006666666666666667,0.0017777777777777779,247.74599075317383,3033.061552047729,3853.7667846679688,135.38323729126543,1730.0668603962858,2375.5624055862427,25453.161449870095,106003.96028338,119021.90693891607
paper-faithful-v6,bursty,2,1,model_1,36,36,0.0033333333333333335,0.027777777777777776,110.992431640625,789.3136739730835,3604.024922847745,33.75223473542266,53.59798650711011,55.392297834922104,3108.338656486012,13733.873626741115,15797.583266417492
paper-faithful-v6,bursty,2,1,model_2,61,61,0.04666666666666667,0.22950819672131148,80.09958267211914,243.0427074432373,2163.4935379028298,33.4470272064209,49.59015316433376,55.11324775890034,2157.5006938073784,13817.829957930371,15305.688759544864
paper-faithful-v6,bursty,2,1,model_3,193,193,0.20666666666666667,0.32124352331606215,86.27104759216309,1002.1415233612036,4393.986377716056,35.96756839752197,57.975473363747724,90.44218659400919,4447.9518621228635,15525.382534740482,18229.66585651038
paper-faithful-v6,bursty,2,1,model_4,59,59,0.04,0.2033898305084746,102.8594970703125,242.9681777954098,3577.2521352767976,40.035247802734375,51.303879916667924,60.705522310386606,6938.45699983649,16483.61479586456,17098.17168253474
paper-faithful-v6,bursty,2,1,model_5,158,158,0.14,0.26582278481012656,106.7960262298584,299.6179819107057,506.508429050446,47.402451751254944,65.87297113878387,96.89447402954104,6137.257928028703,19807.06302644685,22850.30611855677
paper-faithful-v6,bursty,2,1,model_6,120,120,0.14333333333333334,0.35833333333333334,114.0587329864502,1100.6955385208125,1457.35812664032,37.76017002166901,53.79097759723663,68.91763228608902,5811.152082518674,17177.42078198353,19658.01954001887
paper-faithful-v6,bursty,2,2,model_1,46,46,0.023333333333333334,0.15217391304347827,68.87423992156982,216.04537963867188,3009.6284151077148,29.705722221653943,38.80121373703287,47.44763146004366,4424.136247485876,13535.686553514097,16633.943497284767
paper-faithful-v6,bursty,2,2,model_2,74,74,0.02666666666666667,0.10810810810810811,89.75732326507568,5322.253823280333,6570.923199653623,35.70276782094013,45.74271282728979,49.34013938903808,5737.330421921797,14520.594698016062,16798.657016274516
paper-faithful-v6,bursty,2,2,model_3,132,132,0.12,0.2727272727272727,99.5180606842041,259.70177650451654,2538.01765441894,45.31353690407493,71.70533600908057,101.79554438590999,2750.0716684153304,17755.18103732028,20268.32495869836
paper-faithful-v6,bursty,2,2,model_4,56,56,0.08,0.42857142857142855,121.76144123077393,9702.383875846863,10670.911538600922,37.673318891653,50.712312340105655,55.2203118801117,4440.213013556786,16482.27526905248,22333.144837233714
paper-faithful-v6,bursty,2,2,model_5,128,128,0.13,0.3046875,108.35146903991699,673.8244056701648,2937.0871496200652,49.9321165098868,69.57122824299874,103.17726659424173,4102.938412455842,21323.275020730216,23105.76870015357
paper-faithful-v6,bursty,2,2,model_6,142,142,0.15,0.31690140845070425,136.14046573638916,1931.319534778593,6229.458382129675,49.51709674464331,68.06018156084147,77.4845607167688,5153.481830959208,22972.04072875901,24905.60741986381
paper-faithful-v6,bursty,2,3,model_1,30,30,0.023333333333333334,0.23333333333333334,98.3046293258667,202.33596563339222,2878.0574703216585,30.943325180330394,47.38145768642424,55.45694902539254,1570.7490436034277,12176.851103536315,12836.391879301518
paper-faithful-v6,bursty,2,3,model_2,57,57,0.10333333333333333,0.543859649122807,96.1601734161377,3107.7291965484583,5963.614578247065,23.829004168510437,49.65734779834742,64.47869062423706,5210.085745900869,14233.759352518242,15372.498397072777
paper-faithful-v6,bursty,2,3,model_3,81,81,0.056666666666666664,0.20987654320987653,85.55841445922852,202.43573188781738,260.19158363342297,37.532186756531395,46.90788686275482,50.974240899086006,3897.264227969572,15676.004027947783,16002.259298646824
paper-faithful-v6,bursty,2,3,model_4,104,104,0.17,0.49038461538461536,95.48723697662354,335.9435200691222,6364.148833751677,36.618179582654605,55.01038027661187,61.157841506676796,2706.5757394302636,16329.050602635834,17722.02071429696
paper-faithful-v6,bursty,2,3,model_5,178,178,0.37666666666666665,0.6348314606741573,95.52085399627686,224.67988729476932,471.43435001373217,33.285520752174804,54.93689924478533,77.94416937616562,4494.0530800959095,15391.94429764757,16655.985165676095
paper-faithful-v6,bursty,2,3,model_6,153,153,0.33666666666666667,0.6601307189542484,90.15059471130371,239.8973464965822,1115.5963516235238,30.24696869154771,47.12952105145829,59.95370837620318,6411.409206921235,14832.982792658731,17921.994772767648
paper-faithful-v6,bursty,20,1,model_1,367,367,0.0,0.0,105.13830184936523,691.6129350662227,2315.2241373062066,62.1245801448822,104.28607343666013,167.45135584899327,7147.6012819912285,24859.035819023848,26045.36766846198
paper-faithful-v6,bursty,20,1,model_2,613,613,0.07,0.03425774877650897,113.22259902954102,2214.911460876461,5417.017669677734,52.941905334591866,82.22751120726267,103.74109789303368,7760.420690989122,23045.22299277596,26556.087046535686
paper-faithful-v6,bursty,20,1,model_3,1832,1832,0.05333333333333334,0.008733624454148471,633.7133646011353,3694.108903408048,5058.595919609071,153.78280480702716,950.1046024262905,1780.5566157050011,23356.13207204733,63861.477170593564,77066.83844394286
paper-faithful-v6,bursty,20,1,model_4,560,560,0.03333333333333333,0.017857142857142856,138.72849941253662,397.9956746101368,4074.640777111045,73.1632939229409,117.75295435563096,142.17156134153655,8266.084061004221,33720.50741420825,44920.71912269341
paper-faithful-v6,bursty,20,1,model_5,1512,1512,0.023333333333333334,0.004629629629629629,427.9383420944214,5239.232575893402,6825.699388980869,197.29553925636017,1644.0920218923593,2581.0145696997643,27908.397972933017,102197.19750612279,115841.61142254481
paper-faithful-v6,bursty,20,1,model_6,1172,1172,0.0,0.0,262.8103494644165,2175.7622599601746,3069.710624217987,221.959614093507,744.9561595916749,1219.5114824175826,22776.074433117174,87311.77279951517,98625.85365032544
paper-faithful-v6,bursty,20,2,model_1,519,519,0.06666666666666667,0.038535645472061654,82.02099800109863,244.12198066711375,2990.080127716065,35.1215547496222,53.70816588401793,70.45947104692468,5133.634872967377,15971.113350451924,16458.235790696926
paper-faithful-v6,bursty,20,2,model_2,651,25,0.0,0.0,63009.09399986267,90145.26095390315,96755.77973365782,51.21081656423109,74.85237717628479,74.90273535251617,64219.74630304612,91396.92365857768,97991.49299211799
paper-faithful-v6,bursty,20,2,model_3,1248,599,0.2733333333333333,0.06570512820512821,9865.438222885132,35945.87097167969,39881.14199638367,67.42826450702756,85.79382991262257,100.4639434483316,23531.81163687259,54616.61993842572,60202.00413044541
paper-faithful-v6,bursty,20,2,model_4,661,599,0.3566666666666667,0.16187594553706505,108.74748229980469,1053.7915468215963,3981.54483795166,47.332905853788056,66.94087914058142,92.11584687232968,5386.142051080242,20924.024483608086,22038.392290235493
paper-faithful-v6,bursty,20,2,model_5,1289,270,0.0,0.0,49274.054169654846,106217.13774204254,108160.98741531372,81.93294766048591,117.10302638443738,233.31083595752716,57095.2126319753,112892.11275060661,120076.56210775254
paper-faithful-v6,bursty,20,2,model_6,1485,622,0.0,0.0,40025.888323783875,70067.78373718262,71003.1846165657,106.80817670010507,192.30866723346242,320.2897644042969,53682.66440392472,90556.86757501679,93266.81437627878
paper-faithful-v6,bursty,20,3,model_1,392,392,0.023333333333333334,0.017857142857142856,114.94243144989014,575.344467163085,4891.38719081878,59.14238095283508,85.79229046027737,97.92556981245677,6191.985574667342,26436.33797247894,28506.137413724784
paper-faithful-v6,bursty,20,3,model_2,621,621,0.006666666666666667,0.00322061191626409,135.28752326965332,1475.593090057373,2525.4616260528555,101.66822373867035,246.10519409179688,333.196976780889,13492.608134867623,37898.912760894746,45074.669895414256
paper-faithful-v6,bursty,20,3,model_3,789,789,0.19,0.07224334600760456,145.70164680480957,839.6158695220926,2722.8366374969482,109.30355576177438,226.281917676693,497.31631875038147,10449.42464097403,48404.260603291914,55465.09938179515
paper-faithful-v6,bursty,20,3,model_4,1103,1103,0.06666666666666667,0.01813236627379873,137.62927055358887,588.3853912353513,1983.2660341262826,84.26257967948914,137.10348863284096,225.68614661693599,10144.551720935851,37436.171750188805,46631.61032742821
paper-faithful-v6,bursty,20,3,model_5,1568,1568,0.0,0.0,1353.2766103744507,5739.821970462798,6468.692886829375,203.6794417590553,1406.5414696931834,2076.3786092400533,31298.065089038573,82269.8849197477,98119.41562866089
paper-faithful-v6,bursty,20,3,model_6,1520,1520,0.0,0.0,597.5275039672852,3900.825881958008,4668.436226844787,264.05314045289924,912.7171841534694,1308.5443242896674,29524.71648249775,114976.85333879199,131748.65654576567
paper-faithful-v6,bursty,4,1,model_1,77,77,0.01,0.03896103896103896,60.09197235107422,861.0415935516405,4291.176567077637,35.78449785709381,52.24417209625245,80.33415079116817,3826.536006992683,14932.142195804045,16851.226690607145
paper-faithful-v6,bursty,4,1,model_2,134,134,0.03666666666666667,0.08208955223880597,88.05525302886963,334.875655174255,2377.188501358024,36.76722726474206,48.41384291648863,56.43277208979534,3604.040233534761,15507.2326255613,15923.947439237963
paper-faithful-v6,bursty,4,1,model_3,379,379,0.22666666666666666,0.17941952506596306,95.5209732055664,242.35191345214832,422.92605400085404,39.73148164957979,56.79876050596571,72.51001775264716,5654.1097110603005,18511.271285056137,20325.829219962467
paper-faithful-v6,bursty,4,1,model_4,87,87,0.016666666666666666,0.05747126436781609,93.94001960754395,203.92308235168457,488.4379768371591,44.84814157088598,55.361654071574485,58.36150571703911,3908.8870261330158,18153.637092141435,18574.38309618272
paper-faithful-v6,bursty,4,1,model_5,278,278,0.12333333333333334,0.13309352517985612,117.05267429351807,242.201817035675,433.95281553268524,57.004988896396924,79.896926943292,92.31348487763671,7872.602358460426,26699.71553302602,29166.8167253724
paper-faithful-v6,bursty,4,1,model_6,249,249,0.38,0.4578313253012048,117.64192581176758,256.7079544067383,6036.1690521240525,35.447959045865645,54.93711958448571,68.41403007507327,5504.010213073343,17258.42167180963,19424.24910690636
paper-faithful-v6,bursty,4,2,model_1,110,110,0.03333333333333333,0.09090909090909091,60.649871826171875,1811.3967299461315,5949.3210244178745,28.742117118345547,38.48602207643645,44.3320606648922,4389.400460058823,12246.515833865851,13400.959992029237
paper-faithful-v6,bursty,4,2,model_2,133,133,0.05333333333333334,0.12030075187969924,104.53200340270996,9699.363565444944,15282.92104721071,37.893982604146004,168.28877103328702,177.95858528500514,3104.559936095029,21713.512714812518,29150.673770746227
paper-faithful-v6,bursty,4,2,model_3,250,250,0.08,0.096,122.51496315002441,4493.351423740372,9771.046347618096,53.30325713889165,116.52038768364687,250.30419296339912,5879.939156002365,27088.37969548766,39029.22629949636
paper-faithful-v6,bursty,4,2,model_4,148,148,0.23666666666666666,0.4797297297297297,113.24095726013184,5590.962290763857,8453.867063522339,36.620000203450516,67.95674208551651,78.11647146940231,6157.862187479623,17485.277390643027,24608.657776927583
paper-faithful-v6,bursty,4,2,model_5,300,300,0.3566666666666667,0.3566666666666667,116.16170406341553,378.70936393737816,2910.2117705345013,49.50274730270559,80.711596827758,91.69379901942935,6681.1249104794115,27220.44591102749,28422.043388488233
