implementation,workload,request_rate,seed,offered_rate,achieved_throughput,goodput,total_requests,completed_requests,failed_requests,joint_slo,ttft_slo,tpot_slo,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max,migration_count,migration_decisions_logged,migration_success,migration_failed,migration_latency_is_submission_only,migration_latency_mean,migration_latency_p50,migration_latency_p95,migration_latency_p99,migration_latency_max,migration_total_time,migration_weight_bytes,migration_kv_bytes,migration_total_bytes,migration_bandwidth,migration_bandwidth_p50,migration_paths,service_downtime_mean,service_downtime_p50,service_downtime_p95,service_downtime_p99,admitted_requests,deferred_requests,requeued_requests,shed_requests,deadline_violations,alg2_rounds,alg2_eligible,alg2_pathological_rounds,queue_length_mean,queue_length_max,activations,deactivations,idle_evictions,alg1_cycles,alg1_placement_decisions,alg1_migrate_decisions,activation_count,activation_total_s,deactivation_count,deactivation_total_s,weight_transfer_total_s,weight_transfer_mean_gbps,weight_transfers,p2p_weight_transfers,page_locked_transfers,alg1_suppressed_by_tau,alg1_rejected_by_memory,alg1_convergence_gap_mean
paper-faithful-v6,bursty,2,1,2.09,2.09,0.58,627,627,0,0.27751196172248804,0.9059011164274322,0.2982456140350877,223.00300111420796,102.6298999786377,544.1895246505732,4156.89509391785,7693.769693374634,39.04740107642616,37.98216643649111,59.58067643291808,85.6741492888508,113.29448584354284,6685.202039214909,4962.318414123729,17818.326467368737,21523.28487326857,23650.28379508294,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,86,418,0,6,12.768312215805054,7,6.335165023803711,10.722426529275253,9.970909603042251,12,0,12,194,0,0.0
paper-faithful-v6,bursty,2,2,1.9266666666666667,1.9266666666666667,0.53,578,578,0,0.2750865051903114,0.8771626297577855,0.29238754325259514,419.487786953012,108.41262340545654,2595.962500572198,6880.277481079104,10758.28242301941,42.20869149400271,39.62828801760911,67.85618883356376,89.10813409090044,127.31780111789703,6650.268825475581,4327.59329804685,20258.035037724767,23949.65067593382,25124.01609006338,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,86,425,0,11,19.49233865737915,11,12.368023157119751,12.546912829158828,11.870418766995487,17,0,17,185,0,0.0
paper-faithful-v6,bursty,2,3,2.01,2.01,1.0666666666666667,603,603,0,0.5306799336650083,0.9336650082918739,0.5505804311774462,187.00698121863218,93.62959861755371,259.3099355697631,3772.5166320800936,7406.009674072266,33.854519341132104,33.74926204787952,53.27804535627362,72.5919008255005,88.45674991607666,5903.833409263961,4819.6874561253935,15376.87496081926,17251.794632379897,21831.67423401028,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,86,424,0,7,12.829779624938965,8,8.133571147918701,9.929857433307916,12.928936760388545,13,0,13,131,0,0.0
paper-faithful-v6,bursty,4,1,4.013333333333334,4.013333333333334,0.7933333333333333,1204,1204,0,0.19767441860465115,0.9435215946843853,0.20764119601328904,162.0203971466749,104.84397411346436,254.11443710327117,1853.8795828819427,8066.06912612915,43.07790394110207,40.74219569918655,69.84036043905485,82.92216146880007,123.21920692920685,7554.016802002029,5354.006274952553,19594.7549823788,27290.72942846223,34346.069579944015,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,87,466,0,6,10.675727367401123,7,9.123498678207397,12.199721945915371,8.136724839282053,12,0,12,199,0,0.0
paper-faithful-v6,bursty,4,2,4.093333333333334,4.093333333333334,0.9466666666666667,1228,1228,0,0.23127035830618892,0.8688925081433225,0.24185667752442996,587.7782090867381,117.09880828857422,3992.1870112419065,9534.475293159487,16629.512548446655,50.08119895525593,42.94611637790998,86.24574223924968,169.7163932879766,299.95574874262655,8230.598837102714,5579.956259927712,25546.08063849154,32007.618564663004,39537.764634005725,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,84,413,0,9,30.7188560962677,9,10.050017356872559,12.730332161998376,11.265277345077756,15,0,15,191,0,0.0
paper-faithful-v6,bursty,4,3,3.9633333333333334,3.9633333333333334,0.8266666666666667,1189,1189,0,0.20857863751051303,0.926829268292683,0.21362489486963834,207.28387563944463,109.93170738220215,410.72316169738684,3844.209022521963,6979.149341583252,48.208255033171696,43.13179850578308,84.76658049655161,127.6715022325515,180.51369488239288,8566.364274320293,6754.111202200875,22921.971402643234,31545.37551571614,32803.4094190225,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,85,423,0,6,10.369170188903809,7,11.94994044303894,11.46447994792834,10.885713832316199,12,0,12,201,0,0.0
paper-faithful-v6,bursty,8,1,8.04,8.04,0.46,2412,2412,0,0.05721393034825871,0.9000829187396352,0.06053067993366501,195.2107878862131,124.9396800994873,464.7296786308288,2032.9608869552535,7201.215982437134,69.15818005253577,57.05940309498045,168.94945294358007,237.93997785983905,513.8093829154968,11456.082459870853,7627.15484155342,29026.579398964506,68756.60707047203,81795.29353394173,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,89,475,0,6,13.673019886016846,7,9.170771598815918,11.359253890113905,8.221560892443325,12,0,12,202,0,0.0
paper-faithful-v6,bursty,8,2,7.953333333333333,7.953333333333333,1.0233333333333334,2386,2386,0,0.1286672254819782,0.8751047778709137,0.13537300922045264,338.29079269863234,119.71664428710938,1296.575903892517,5872.790086269379,7540.59362411499,65.09588527943599,54.390663683632795,132.98696652054787,174.82025176286714,302.6403486728668,10765.163755593629,6784.9950100062415,34516.1226777127,48460.87488316698,57755.42488601059,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,87,443,0,9,13.768892526626587,9,9.907371520996094,10.959994404111058,13.260369160731496,15,0,15,203,0,0.0
paper-faithful-v6,bursty,8,3,8.163333333333334,8.163333333333334,0.6366666666666667,2449,2449,0,0.07799101674152716,0.8775010208248265,0.08207431604736627,263.4667860531914,126.39188766479492,696.384525299072,4669.993619918816,10427.953958511353,70.1831006183066,54.98346996804079,153.73645169394345,226.64782963301005,409.5582515001297,11017.910966545263,7336.885816184804,35172.01754469423,45504.04725139029,51995.20610203035,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,86,428,0,7,16.690067529678345,8,10.135571002960205,11.220326335402206,11.343564424080675,13,0,13,181,0,0.0
paper-faithful-v6,bursty,14,1,14.186666666666667,14.186666666666667,0.2633333333333333,4256,4256,0,0.01856203007518797,0.7521146616541353,0.019736842105263157,343.7736736876624,158.06353092193604,1433.8530898094177,2491.7270898818965,7968.343257904053,182.7228831357313,85.953652445443,528.29919519806,2057.1026084863547,3212.393820285797,20390.872536504412,13016.57508208882,66175.73051690124,97505.82228373963,113677.41458280943,0,0,0,0,0,nan,nan,nan,nan,nan,0,0,0,0,nan,nan,,nan,nan,nan,nan,,,,,,,,,,,,,,91,490,0,6,14.979730129241943,7,10.793457984924316,11.12656807131134,9.713015711112913,12,0,12,206,0,0.0
