migration_id,model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle
0,model_5,meta-llama/Llama-3.1-8B,0,1,1787305747.3726873,1787305787.5859485,1787305787.5859485,40.213261127471924,40.213261127471924,40.213261127471924,source-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,10.649487043573348,True,,,,
1,model_5,meta-llama/Llama-3.1-8B,1,0,1787305807.7252276,1787305807.7304769,1787305807.7304769,0.0052492618560791016,0.0052492618560791016,0.0052492618560791016,source-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,6.266491992819771,True,,,,
