model,model_path,source_gpu,target_gpu,migration_start,target_ready_time,migration_end,migration_latency_s,service_downtime_s,migration_total_s,ordering,readiness_barrier,latency_is_submission_only,weight_bytes,kv_bytes,total_bytes,transfer_path,effective_gbps,success,peak_kvpr_before,peak_kvpr_after,tau,alg1_cycle,migration_id,implementation,workload,request_rate,seed
model_5,meta-llama/Llama-3.1-8B,0,1,1787318566.5405939,1787318566.5553553,1787318566.5553553,0.01476144790649414,0.01476144790649414,0.01476144790649414,source-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,8.486832372097282,True,,,,,0,released-prototype,bursty,20,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787318566.545436,1787318566.553902,1787318680.495163,0.008466005325317383,0.0,113.94972705841064,target-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,3.7584740930636045,True,,,,,1,released-prototype,bursty,20,3
model_3,meta-llama/Llama-3.2-3B,1,0,1787318597.6504126,1787318597.6580865,1787318597.6580865,0.007673978805541992,0.007673978805541992,0.007673978805541992,source-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,12.621398366195116,True,,,,,2,released-prototype,bursty,20,3
model_1,meta-llama/Llama-3.2-1B,1,0,1787318602.7383828,1787318602.743819,1787318602.7445436,0.0054361820220947266,0.0054361820220947266,0.006160736083984375,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,2.5173458313540125,True,,,,,3,released-prototype,bursty,20,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787308285.6126466,1787308285.622018,1787308285.622018,0.009371519088745117,0.009371519088745117,0.009371519088745117,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.289994309313057,True,,,,,0,released-prototype,bursty,4,1
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787308361.234231,1787308361.2380342,1787308361.2386246,0.003803253173828125,0.003803253173828125,0.004393577575683594,source-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,8.65928458885321,True,,,,,1,released-prototype,bursty,4,1
model_5,meta-llama/Llama-3.1-8B,1,0,1787309606.36164,1787309606.3680556,1787309606.3680556,0.006415605545043945,0.006415605545043945,0.006415605545043945,source-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,6.453422189561707,True,,,,,0,released-prototype,bursty,4,2
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787310974.644753,1787310974.6490147,1787310974.6490147,0.00426173210144043,0.00426173210144043,0.00426173210144043,source-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,9.021217543477361,True,,,,,0,released-prototype,bursty,4,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787311009.9860537,1787311009.9907296,1787311009.9907296,0.004675865173339844,0.004675865173339844,0.004675865173339844,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,11.972551440576316,True,,,,,1,released-prototype,bursty,4,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787300466.9623675,1787300466.9726672,1787300466.9738984,0.0102996826171875,0.0102996826171875,0.011530876159667969,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,7.692134045814506,True,,,,,0,released-prototype,bursty,8,1
model_6,Qwen/Qwen2.5-7B-Instruct,1,0,1787300547.6492903,1787300547.6544406,1787300547.6544406,0.005150318145751953,0.005150318145751953,0.005150318145751953,source-first,0,1,15231233024,0,15231233024,host-to-device + helper-gpu-p2p,8.792544209319868,True,,,,,1,released-prototype,bursty,8,1
model_3,meta-llama/Llama-3.2-3B,1,0,1787302068.413321,1787302068.4169822,1787302068.4175205,0.0036611557006835938,0.0036611557006835938,0.004199504852294922,source-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,7.58610142845558,True,,,,,0,released-prototype,bursty,8,2
model_3,meta-llama/Llama-3.2-3B,0,1,1787302169.6285665,1787302169.6340115,1787302169.6340115,0.005445003509521484,0.005445003509521484,0.005445003509521484,source-first,0,1,7213504512,0,7213504512,host-to-device + helper-gpu-p2p,6.354208608518835,True,,,,,1,released-prototype,bursty,8,2
model_1,meta-llama/Llama-3.2-1B,0,1,1787302388.3023484,1787302388.310898,1787302388.310898,0.008549690246582031,0.008549690246582031,0.008549690246582031,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,14.339996246857874,True,,,,,2,released-prototype,bursty,8,2
model_5,meta-llama/Llama-3.1-8B,0,1,1787303415.4507282,1787303415.4553928,1787303415.4553928,0.00466465950012207,0.00466465950012207,0.00466465950012207,source-first,0,1,16060522496,0,16060522496,host-to-device + helper-gpu-p2p,7.043552994623851,True,,,,,0,released-prototype,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787303420.4834177,1787303420.4880812,1787303420.4880812,0.0046634674072265625,0.0046634674072265625,0.0046634674072265625,source-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.665703455026304,True,,,,,1,released-prototype,bursty,8,3
model_1,meta-llama/Llama-3.2-1B,0,1,1787303546.863714,1787303546.868813,1787303546.868813,0.005099058151245117,0.005099058151245117,0.005099058151245117,source-first,0,1,2996965376,0,2996965376,host-to-device + helper-gpu-p2p,8.47368920697053,True,,,,,2,released-prototype,bursty,8,3
model_4,Qwen/Qwen2.5-3B-Instruct,0,1,1787303551.9145615,1787303551.9178243,1787303551.918249,0.003262758255004883,0.003262758255004883,0.0036873817443847656,source-first,0,1,6794207232,0,6794207232,host-to-device + helper-gpu-p2p,6.665703455026304,True,,,,,3,released-prototype,bursty,8,3
