Real trace file: /workspace/prism-merge/exp/workloads/final-compare/bursty_r4_s3.pkl
[PRISM_DIRECT] 1677 requests, span 419.7s
Starting TP benchmark: paper-faithful-v6_bursty_rate4_seed3
Generated 1677 requests
Request model_3#0 arrives at 1630499.296193558, sleeping for 0.08008227101527154 seconds
Request model_3#1 arrives at 1630499.377379219, sleeping for 0.13583171158097684 seconds
Request model_6#0 arrives at 1630499.513805403, sleeping for 0.08718317141756415 seconds
Request model_1#0 arrives at 1630499.603166324, sleeping for 0.8850406447891146 seconds
Request model_3#2 arrives at 1630500.49074906, sleeping for 0.7675243553239852 seconds
Request model_3#3 arrives at 1630501.260277225, sleeping for 0.46383236022666097 seconds
Request model_1#1 arrives at 1630501.725563075, sleeping for 0.2528426516801119 seconds
Request model_3#4 arrives at 1630501.979068792, sleeping for 0.34647041535936296 seconds
Request model_3#5 arrives at 1630502.325713767, sleeping for 0.1399335223250091 seconds
Request model_3#6 arrives at 1630502.466760344, sleeping for 0.3672894218470901 seconds
Request model_6#1 arrives at 1630502.835615562, sleeping for 0.2651738622225821 seconds
Request model_3#7 arrives at 1630503.10168766, sleeping for 0.00807080464437604 seconds
Request model_3#8 arrives at 1630503.110564564, sleeping for 0.25028788996860385 seconds
Request model_6#2 arrives at 1630503.361455132, sleeping for 0.03674360760487616 seconds
Request model_6#3 arrives at 1630503.399196867, sleeping for 0.18777291965670884 seconds
Request model_3#9 arrives at 1630503.588083263, sleeping for 0.10488510760478675 seconds
Request model_1#2 arrives at 1630503.693909824, sleeping for 0.11161737749353051 seconds
Request model_3#10 arrives at 1630503.806702166, sleeping for 0.056012178771197796 seconds
Request model_6#4 arrives at 1630503.86348389, sleeping for 0.415255778003484 seconds
Request model_6#5 arrives at 1630504.279048487, sleeping for 0.033653198974207044 seconds
Request model_6#6 arrives at 1630504.31374927, sleeping for 0.2593351893592626 seconds
Request model_6#7 arrives at 1630504.573633103, sleeping for 0.1745314511936158 seconds
Request model_3#11 arrives at 1630504.749524044, sleeping for 0 seconds
Request model_3#12 arrives at 1630504.749897847, sleeping for 0.02590545197017491 seconds
Request model_3#13 arrives at 1630504.775998257, sleeping for 0.03838013322092593 seconds
Request model_3#14 arrives at 1630504.814698489, sleeping for 0.09873145236633718 seconds
Request model_6#8 arrives at 1630504.914470056, sleeping for 0.6419177183415741 seconds
Request model_3#15 arrives at 1630505.558430318, sleeping for 0.09245123201981187 seconds
Request model_3#16 arrives at 1630505.651738567, sleeping for 1.5505419389810413 seconds
Request model_6#9 arrives at 1630507.203505933, sleeping for 0.023051110096275806 seconds
Request model_6#10 arrives at 1630507.227004814, sleeping for 0.12686715368181467 seconds
Request model_2#0 arrives at 1630507.354228241, sleeping for 0.07077687117271125 seconds
Request model_6#11 arrives at 1630507.42552208, sleeping for 0.15885832882486284 seconds
Request model_1#3 arrives at 1630507.585426875, sleeping for 0.008189987856894732 seconds
Request model_6#12 arrives at 1630507.594183679, sleeping for 0.09812038345262408 seconds
Request model_2#1 arrives at 1630507.692925909, sleeping for 0.05165459495037794 seconds
Request model_3#17 arrives at 1630507.744961758, sleeping for 0.011936550959944725 seconds
Request model_6#13 arrives at 1630507.757721871, sleeping for 0.8410882854368538 seconds
Request model_1#4 arrives at 1630508.599519794, sleeping for 0.5501774940639734 seconds
Request model_6#14 arrives at 1630509.151343005, sleeping for 0.31111764372326434 seconds
Request model_6#15 arrives at 1630509.463467959, sleeping for 0.22822866030037403 seconds
Request model_1#5 arrives at 1630509.692979251, sleeping for 0.17212966945953667 seconds
Request model_6#16 arrives at 1630509.866422185, sleeping for 0.14908192120492458 seconds
Request model_3#18 arrives at 1630510.016237377, sleeping for 0.1317237087059766 seconds
Request model_1#6 arrives at 1630510.149040764, sleeping for 0.2663138962816447 seconds
Request model_6#17 arrives at 1630510.415984699, sleeping for 0.17141869734041393 seconds
Request model_6#18 arrives at 1630510.588093073, sleeping for 0.1593789104372263 seconds
Request model_3#19 arrives at 1630510.748417781, sleeping for 0.15653723082505167 seconds
Request model_6#19 arrives at 1630510.905329635, sleeping for 0.15070209722034633 seconds
